SET,SHRINE,ITEM,CLASS,SOURCE NAMED IN ARTICLE,P612 STAGED,STATUS,EVIDENCE (the sentence),FIX,NOTE
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/伊我理神社"",""伊我理神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11379372"",""Q11379372"")",AUTOCHTHONOUS,豊宮崎の神田に結びついた在地の農耕守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,こうした神が祀られているのは、昭和の中期まで「豊宮崎の神田」と呼ばれる神田を外宮が所有していたからである。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/佐美長神社"",""佐美長神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17209205"",""Q17209205"")",AUTOCHTHONOUS,穂落伝承の地・神体は岩石、在地の磯部氏が創祀,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,「地域を治めた磯部氏が稲作の神として創祀したもの」との説を提唱している。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/倭姫宮"",""倭姫宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11387081"",""Q11387081"")",AUTOCHTHONOUS,倭姫命の陵墓と伝わる尾上御陵の地に創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,付近に尾上御陵があることもあり、倭姫宮は倉田山の一角を開削して作られることになった。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/加努弥神社"",""加努弥神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17225472"",""Q17225472"")",AUTOCHTHONOUS,社殿を持たず石そのものが神体（在地の五穀神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,神体は石で、石畳の上に祀られている。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/狭田国生神社"",""狭田国生神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17225991"",""Q17225991"")",AUTOCHTHONOUS,在地の川神・国津神が神田を献じた場所にそのまま定められた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,速川彦命が「畔広の狭田の国」として神田を献上したことから、倭姫命が「速河狭田社」として定めたのがこの神社の起源であるという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/田上大水神社"",""田上大水神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17229120"",""Q17229120"")",AUTOCHTHONOUS,度会氏祖先神を自らの古墳（車塚一号墳）上に祀る,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,田上大水神社の祭神は小事神主。外宮の世襲神主であった度会氏の祖先であるとされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/由貴御倉"",""由貴御倉"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17211882"",""Q17211882"")",AUTOCHTHONOUS,施設（倉）そのものの守護神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神は由貴御倉神。由貴御倉の守護神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/神前神社_(伊勢市)"",""神前神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17228423"",""Q17228423"")",AUTOCHTHONOUS,松下の海岸の鎮守神が倭姫命を出迎え、その場に定められた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,荒前比賣命が倭姫命を出迎えたため、神前神社が定められたという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/神服織機殿神社"",""神服織機殿神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q135186223"",""Q135186223"")",AUTOCHTHONOUS,機殿そのものの鎮守神／地元服部の祖先神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,服部の祖先の天御桙命と天八千々姫とする伝承がある。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/粟皇子神社"",""粟皇子神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17192448"",""Q17192448"")",AUTOCHTHONOUS,池の浦で御贄を奉った在地の海神を倭姫命が名付け定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命が志摩国を巡幸した帰路にて池の浦に達し、そこで御贄を奉った神に淡海子神と名付け、粟皇子神社を定めたという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/興玉神"",""興玉神"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17227983"",""Q17227983"")",AUTOCHTHONOUS,内宮宮域そのものの地主神（猿田彦大神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鎌倉時代には宮域の地主神・猿田彦大神として興玉神を祀り,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/若宮神社_(大紀町)"",""若宮神社 (大紀町)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17230799"",""Q17230799"")",AUTOCHTHONOUS,滝原ゆかりの在地の水神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,祭神は若宮神。滝原ゆかりの水神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/草奈伎神社"",""草奈伎神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17228323"",""Q17228323"")",AUTOCHTHONOUS,度会氏の祖・大若子命の剣の霊（親社なし）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,度会氏の遠祖である大若子命が垂仁朝に越国の阿彦を平定する際に使った剣の霊であるという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/荒祭宮"",""荒祭宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q2859485"",""Q2859485"")",AUTOCHTHONOUS,内宮正宮と同時に同じ地に建てられた天照大神の荒魂,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,創建は垂仁天皇26年10月であり、内宮の正殿と同時に建てられたという。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/葭原神社"",""葭原神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17191305"",""Q17191305"")",AUTOCHTHONOUS,葭原の田の神を倭姫命が当地に定めた,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,倭姫命が定めた神社である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/蚊野神社"",""蚊野神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17225745"",""Q17225745"")",AUTOCHTHONOUS,蚊野地区を流れる外城田川支流の川の神・地域の開拓神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鎮座地の蚊野地区を流れる外城田川の支流の川の神で、地域の開拓神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/赤崎神社"",""赤崎神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11635561"",""Q11635561"")",AUTOCHTHONOUS,鳥羽湾の海辺の土地の女神（産土神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鳥羽湾内の海岸から外宮に奉納する御贄採取の守り神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鏡宮神社_(伊勢市)"",""鏡宮神社 (伊勢市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17226516"",""Q17226516"")",AUTOCHTHONOUS,境内の岩（虎石）とその上に祀られた二面の鏡＝依り代,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,「虎石」はかつての依り代であり、この岩の上に2面の鏡が祀られていた。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/高河原神社"",""高河原神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17225931"",""Q17225931"")",AUTOCHTHONOUS,宮川の高河原という土地そのものの神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,鎮座地周辺は宮川の高河原であり、周辺地域の土地開拓の守護神である。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鴨下神社"",""鴨下神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17226760"",""Q17226760"")",AUTOCHTHONOUS,勝田の水利灌漑を司る在地の水神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,3柱とも鎮座地・勝田の水利灌漑の守護神とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鴨神社_(玉城町)"",""鴨神社 (玉城町)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17226771"",""Q17226771"")",AUTOCHTHONOUS,大日山中腹の石を神体とする在地の農耕灌漑神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,『延暦儀式帳』によれば、倭姫命の御世に創建された。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/多賀宮"",""多賀宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11431075"",""Q11431075"")",NETWORK,豊受大神宮（外宮）の祭神・豊受大御神の荒魂,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11633343"",""豊受大神宮"")",ok,祭神が外宮の祭神の豊受大御神の荒魂である豊受大御神荒魂であることから、4別宮の中で最高位とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/伊雑宮"",""伊雑宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q10885171"",""Q10885171"")",NETWORK,天照大御神（御魂）＝皇大神宮・内宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q9165"",""Q9165"")",ok,804年の『皇太神宮儀式帳』では天照大神御魂とされる。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/田乃家神社"",""田乃家神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17212120"",""Q17212120"")",NETWORK,天照大御神（皇大神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q455602"",""Q455602"")",ok,「大神」と名が付いているのは、皇大神宮の祭神・天照大御神の神徳がこの地域に及び定められた神社であることに由来する。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/饗土橋姫神社"",""饗土橋姫神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17190840"",""Q17190840"")",NETWORK,山城国宇治橋の橋姫明神（京都・橋姫神社）※倣ったもの,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11543776"",""Q11543776"")",ok,山城国宇治橋の橋姫明神に倣って、寛正７年三月の将軍足利義教参宮に併せ、饗土の地に橋姫神社が創建されたと解説している。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/志宝屋神社"",""志宝屋神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17211291"",""Q17211291"")",TRANSFER,鹽竈神社（宮城県塩竈市）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q133753"",""鹽竈神社"")",ok,宮城県塩竈市の鹽竈神社より1座の御魂を分霊して祀ったとする伝承がある。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/上御井神社"",""上御井神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17226402"",""Q17226402"")",TRANSFER,丹波国天の真名井（豊受大神の元鎮座地の忍穂井）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11442122"",""Q11442122"")",ok,丹波国天の真名井に移され、豊受大神の伊勢国への鎮座に伴い、井戸も移ったという伝承がある。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/伊勢神宮"",""伊勢神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""Q687168"")",TRANSFER,大和笠縫邑（元伊勢。八咫鏡を宮中から移した地。※社ではなく地）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11599947"",""Q11599947"")",ok,第10代崇神天皇の治世に、鏡は大和笠縫邑に移され、皇女豊鍬入姫がこれを祀ることとされた。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/皇大神宮"",""皇大神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11581011"",""Q11581011"")",TRANSFER,笠縫邑（宮中から遷され、元伊勢を経て倭姫命が奉遷。※社ではなく地）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11599947"",""Q11599947"")",ok,天照大神は宮中に祀られていたが、崇神天皇6年、笠縫邑に移し豊鍬入姫命に祀らせた。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/豊受大神宮"",""豊受大神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11633343"",""Q11633343"")",TRANSFER,丹波国の等由気大神（比沼麻奈為神社などが論社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11547467"",""Q11547467"")",ok,雄略天皇22年7月7日、内宮に近い「伊勢国度会の郡、沼木の郷、山田の原」の地に豊受大御神を迎えて祀った。,,
Ise,"=HYPERLINK(""https://ja.wikipedia.org/wiki/長由介神社"",""長由介神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q28693019"",""Q28693019"")",TRANSFER,豊受大神宮（外宮）※説,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11633343"",""豊受大神宮"")",ok,ここで長由介神は豊受大神の分霊である可能性を指摘している。,,
