Page,Template
Mifune Shrine (Taki),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Mifune Shrine (Taki),{{ill|UNKNOWN|lt=Gakken Publishing|1=UNKNOWN}}
Mifune Shrine (Taki),solved
Mifune Shrine (Taki),{{ill|UNKNOWN|lt=shrine buildings|1=UNKNOWN}}
Mifune Shrine (Taki),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Mifune Shrine (Taki),{{ill|UNKNOWN|lt=Gakken Publishing|1=UNKNOWN}}
Mifune Shrine (Taki),solved
Mifune Shrine (Taki),{{ill|UNKNOWN|lt=shrine buildings|1=UNKNOWN}}
Mifune Shrine (Taki),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Mifune Shrine (Taki),{{ill|UNKNOWN|lt=Gakken Publishing|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Mihonoseki|1=UNKNOWN}}
Miho Shrine,solved
Miho Shrine,{{ill|UNKNOWN|lt=Kokuheichusha|1=UNKNOWN}}
Miho Shrine,solved
Miho Shrine,{{ill|UNKNOWN|lt=Kokuheichusha|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Mihosusumi no Mikoto|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Nunagawahime no Mikoto|1=UNKNOWN}}
Miho Shrine,{{ill|lt=one visit|UNKNOWN|lt=one visit}}
Miho Shrine,{{ill|lt=#Nonomura 2002|UNKNOWN|lt=Nonomura 2002}}
Miho Shrine,{{ill|UNKNOWN|lt=Kamiya Tatehime no Mikoto|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Himekeka Isuzuhime no Mikoto|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Soriko|1=UNKNOWN}}
Miho Shrine,{{ill|lt=Okuninushi-no-Mikoto|UNKNOWN|lt=Okuninushi-kami}}
Miho Shrine,{{ill|UNKNOWN|lt=Kotodai-nushi-kami|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Yonago Airport|1=UNKNOWN}}
Miho Shrine,{{ill|UNKNOWN|lt=Soeisha|1=UNKNOWN}}
Miho Shrine (Q11489249),solved
Miho Shrine (Q11489249),solved
Miho Shrine (Q11489249),solved
Miho Shrine (Q11489249),solved
Miho Shrine (Q11489249),solved
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=shuinchi|1=UNKNOWN}}
Miho Shrine (Q11489249),solved
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Miho no Matsubara|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Yorishiro|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Susanoo no Mikoto|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Inada Hime no Mikoto|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Uka no Mitama-kami|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Omiyahime-kami|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Koshiro Nushi no Mikoto|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Sukuhikomakami|1=UNKNOWN}}
Miho Shrine (Q11489249),{{ill|lt=Koou Utreimiko|UNKNOWN|lt=Kou Utreimyo}}
Miho Shrine (Q11489249),{{ill|UNKNOWN|lt=Kou Utreimyo|1=UNKNOWN}}
Mii Shrine,solved
"Mii Shrine (Hikawa, Shimane)",solved
Mii Shrine (Kakamigahara),solved
"Mika Shrine (Misato town, Saitama)",solved
"Mika Shrine (Misato town, Saitama)",{{ill|lt=Shikinaisha|UNKNOWN|lt=Shikinaisha (minor shrine)}}
"Mika Shrine (Misato town, Saitama)",{{ill|lt=Shikinaisha|UNKNOWN|lt=Shikinaisha (minor shrine)}}
"Mika Shrine (Misato town, Saitama)",{{ill|lt=sake brewing|UNKNOWN|lt=sake making}}
Mikata Shrine,solved
Mikata Shrine,solved
Mikata Shrine,{{ill|lt=Shikinaisha|UNKNOWN|lt=minor Shikinaisha}}
Mikushi Shrine,solved
Mikushi Shrine,solved
Mikushi Shrine,{{ill|UNKNOWN|lt=enshrined|1=UNKNOWN}}
Mikushi Shrine,{{ill|UNKNOWN|lt=former shrine ranking|1=UNKNOWN}}
Mimatsuhiko Shrine,solved
Mimatsuhiko Shrine,{{ill|UNKNOWN|lt=former unranked shrine|1=UNKNOWN}}
Mimatsuhiko Shrine,{{ill|UNKNOWN|lt=Karasokeni|1=UNKNOWN}}
Miminashi Yamaguchi Shrine,{{ill|lt=Takamimusubi-no-Kami|UNKNOWN|lt=Takamimusubi-no-Kami}}
Miminashi Yamaguchi Shrine,solved
Miminashi Yamaguchi Shrine,{{ill|UNKNOWN|lt=Yamanobō Yamaguchi Shrine|1=UNKNOWN}}
Miminashi Yamaguchi Shrine,{{ill|lt=Takamimusubi-no-Kami|UNKNOWN|lt=Takamimusubi-no-Kami}}
Minagi Shrine,solved
Minagi Shrine,{{ill|UNKNOWN|lt=Ōanamuji-no-Mikoto|1=UNKNOWN}}
Minagi Shrine,solved
Minagi Shrine,solved
Minagi Shrine,solved
Minagi Shrine,solved
Minagi Shrine,{{ill|UNKNOWN|lt=Ōanamuji-no-Mikoto|1=UNKNOWN}}
Minagi Shrine,solved
Minagi Shrine,solved
Minagi Shrine,{{ill|UNKNOWN|lt=Tashima-za Shrine|1=UNKNOWN}}
Minagi Shrine,{{ill|UNKNOWN|lt=intangible folk cultural property|1=UNKNOWN}}
Minakuchi Shrine,solved
Minakuchi Shrine,solved
Minakuchi Shrine,solved
Minakuchi Shrine,{{ill|UNKNOWN|lt=Fujikawa|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Otomi Takamikoto|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Inada Hime no Mikoto|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Kuji Honki|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Engishiki Shinmei Gohisho|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Hatogahira Tumulus|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=guardian deity|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Kansei|1=UNKNOWN}}
Minakuchi Shrine,{{ill|lt=Yatabe clan|UNKNOWN|lt=Yatabe Sukune}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Kokahikumogu|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=envoys|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=sha territory|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Tarumitongu|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=shuku station|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=post town|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Uchitaka clan|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=monkey|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Hikiyama|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Intangible Folk Cultural Property|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Takemikazuchijin|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Ebisu Shrine|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Kotoshiro Nushikami|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=1950|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Daidoruijuhou|1=UNKNOWN}}
Minakuchi Shrine,{{ill|UNKNOWN|lt=Kogakkan University|1=UNKNOWN}}
Mino Agatanushi Shrine,{{ill|UNKNOWN|lt=Tsunogori no Mitama-no-Mikoto|1=UNKNOWN}}
Mino Agatanushi Shrine,{{ill|UNKNOWN|lt=Ame-yukawata-na-no-Mikoto|1=UNKNOWN}}
Mino Agatanushi Shrine,solved
Mino Agatanushi Shrine,{{ill|UNKNOWN|lt=Takayasu District|1=UNKNOWN}}
Minowa Shrine,solved
Minowa Shrine,solved
Minume Shrine,solved
Minume Shrine,solved
Minume Shrine,solved
Minume Shrine,{{ill|UNKNOWN|lt=Kumano no Imasu Kami|1=UNKNOWN}}
Minume Shrine,{{ill|UNKNOWN|lt=Gozu Tennō|1=UNKNOWN}}
Minume Shrine,{{ill|lt=Mizuhano-me|UNKNOWN|lt=Mitsuha-no-me-no-Kami}}
Minume Shrine,{{ill|UNKNOWN|lt=Sumiyoshi Ōkami|1=UNKNOWN}}
Minume Shrine,{{ill|UNKNOWN|lt=Toyouke Ōkami|1=UNKNOWN}}
Minushi Shrine,{{ill|UNKNOWN|lt=Watariday Himozuhime no Mikoto|1=UNKNOWN}}
Minushi Shrine,solved
Minushi Shrine,solved
Minushi Shrine,{{ill|UNKNOWN|lt=Wataridayi Hyakushohime no Mikoto|1=UNKNOWN}}
Minushi Shrine,solved
Minushi Shrine,solved
Minushi Shrine,{{ill|lt=Hayatama no Omikoto|UNKNOWN|lt=Hayatama no Mikoto}}
Minushi Shrine,{{ill|UNKNOWN|lt=jikaiotokoto|1=UNKNOWN}}
Minushi Shrine,solved
Minushi Shrine,{{ill|lt=Shinsenheihakuryokushinsha|UNKNOWN|lt=Shinenheihakuryokushin Shrine}}
Minushi Shrine,{{ill|UNKNOWN|lt=Andomiya|1=UNKNOWN}}
Minushi Shrine,solved
Minushi Shrine,{{ill|lt=Shinsenheihakuryokushinsha|UNKNOWN|lt=Shinenheihakuryokushin Shrine}}
Mio Shrine,{{ill|UNKNOWN|lt=Miojinja in Yamanoi Town|1=UNKNOWN}}
Mio Shrine,solved
Mio Shrine,solved
Mio Shrine,solved
Mio Shrine,solved
Mio Shrine,{{ill|UNKNOWN|lt=Divine Crest|1=UNKNOWN}}
Mio Shrine,{{ill|UNKNOWN|lt=Tanakaozuka Tumulus|1=UNKNOWN}}
Mioya Shrine,solved
Mioya Shrine,solved
Mioya Shrine,{{ill|UNKNOWN|lt=kanjō|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Onda-sai|1=UNKNOWN}}
Misaka Shrine,solved
Misaka Shrine,{{ill|UNKNOWN|lt=shrine ranking|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Ōmononushi|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Noh stage|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Tenshō Disturbance|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=shrine receiving offerings of sacred food and cloth|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Noh stage|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=yin-yang stones|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Shōwa 55|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=bountiful harvest|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Sarutahiko|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Onda-sai|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=Noh stage|1=UNKNOWN}}
Misaka Shrine,{{ill|UNKNOWN|lt=yin-yang stones|1=UNKNOWN}}
Mishima Shrine,solved
"Mishima Shrine (Aono, Minamiizu)",solved
"Mishima Shrine (Aono, Minamiizu)",solved
"Mishima Shrine (Aono, Minamiizu)",solved
"Mishima Shrine (Aono, Minamiizu)",solved
Mishima Shrine (Minamiizu ),solved
Mishima Shrine (Minamiizu ),solved
Mishima Shrine (Minamiizu ),solved
Mishima Shrine (Minamiizu ),solved
Mishima Shrine (Minamiizu),solved
Mishima Shrine (Minamiizu),solved
Mishima Shrine (Minamiizu-chō Nijō),solved
Mishima Shrine (Minamiizu-chō Nijō),solved
Mishima Shrine (Q134888252),solved
Mishima Shrine (Q134888252),solved
Mishima Shrine (Q134926216),solved
Mishima Shrine (Q134926216),solved
Mishima Shrine (Shimoda),solved
Mishima Shrine (Shimoda),solved
Mishima Shrine (Shimoda),solved
Mishima Shrine (Shimoda),solved
Mishimada Shrine,solved
Mishimada Shrine,solved
Mita Hachiman Shrine,solved
Mita Hachiman Shrine,solved
Mita Hachiman Shrine,solved
Mitaka Shrine,solved
Mitaka Shrine,solved
Mitami Shrine,solved
Mitami Shrine,solved
Mitami Shrine,{{ill|UNKNOWN|lt=Wada Dōsan|1=UNKNOWN}}
Mito Shrine,{{ill|UNKNOWN|lt=temporary shrine building|1=UNKNOWN}}
Mito Shrine,solved
Mito Shrine,{{ill|UNKNOWN|lt=Ken-no-miya|1=UNKNOWN}}
Mito Shrine,{{ill|UNKNOWN|lt=Ken Daimyōjin|1=UNKNOWN}}
Mito Shrine,{{ill|UNKNOWN|lt=Ōsōshi|1=UNKNOWN}}
Mito Shrine,{{ill|UNKNOWN|lt=Ise Ōmikami Shrine|1=UNKNOWN}}
Mito Shrine,{{ill|UNKNOWN|lt=Ōsō|1=UNKNOWN}}
Mito Shrine (Q11548558),{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-kami}}
Mito Shrine (Q11548558),{{ill|lt=Toyotama-hime no Mikoto|UNKNOWN|lt=Wadatsumi Toyotama-hime no Mikoto}}
Mito Shrine (Q11548558),solved
Mito Shrine (Q11548558),{{ill|UNKNOWN|lt=fusha|1=UNKNOWN}}
Mito Shrine (Q11548558),solved
Mito Shrine (Q11548558),{{ill|UNKNOWN|lt=fusha|1=UNKNOWN}}
Mito Shrine (Q11548558),{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-kami}}
Mito Shrine (Q11548558),{{ill|lt=Toyotama-hime no Mikoto|UNKNOWN|lt=Wadatsumi Toyotama-hime no Mikoto}}
Mito Shrine (Q11548558),{{ill|UNKNOWN|lt=fusha|1=UNKNOWN}}
"Miwa Shrine (Higashisue, Setouchi)",{{ill|UNKNOWN|lt=Ōmononushi-no-Mikoto|1=UNKNOWN}}
"Miwa Shrine (Higashisue, Setouchi)",solved
"Miwa Shrine (Higashisue, Setouchi)",{{ill|UNKNOWN|lt=spatula|1=UNKNOWN}}
Miwa Shrine (Q11357406),{{ill|lt=Miwa Shrine (disambiguation)|UNKNOWN|lt=Miwa Shrine}}
Miwa Shrine (Q11357406),{{ill|UNKNOWN|lt=former shrine rank|1=UNKNOWN}}
Miwa Shrine (Q11357406),{{ill|UNKNOWN|lt=Takemikazuchi-no-Kami|1=UNKNOWN}}
Miwa Shrine (Q11357406),solved
Miwa Shrine (Q11357406),{{ill|UNKNOWN|lt=Ukanomitama-no-Mikoto|1=UNKNOWN}}
Miwa Shrine (Q11357406),{{ill|UNKNOWN|lt=Ōyamakui-no-Mikoto|1=UNKNOWN}}
Miyake Shrine (Matsubara),{{ill|UNKNOWN|lt=Amamikoso Shrine|1=UNKNOWN}}
Miyake Shrine (Matsubara),{{ill|UNKNOWN|lt=Miyake-dera|1=UNKNOWN}}
Miyake Shrine (Matsubara),{{ill|lt=Amatsu Shrine (Matsubara)|UNKNOWN|lt=Amatsu Shrine}}
Miyake Shrine (Matsubara),{{ill|UNKNOWN|lt=Tsuhayahino-Mikoto|1=UNKNOWN}}
Miyake Shrine (Matsubara),solved
Miyake Shrine (Matsubara),{{ill|UNKNOWN|lt=Miyakenaka|1=UNKNOWN}}
Miyake Shrine (Q11355073),{{ill|lt=Wakumusubi|UNKNOWN|lt=Wakumusubi-no-Mikoto}}
Miyake Shrine (Q11355073),solved
Miyake Shrine (Q11355073),solved
Miyake Shrine (Q11355073),{{ill|lt=Wakumusubi|UNKNOWN|lt=Wakumusubi-no-Mikoto}}
Miyake Shrine (Q11355073),solved
Miyake Shrine (Q22120521),solved
Miyake Shrine (Q22120521),solved
Miyake Shrine (Q22120521),"{{ill|lt=Miyake Shrine (Miyake-chō, Suzuka)|UNKNOWN|lt=Miyake Shrine}}"
Mizokui Shrine,solved
Mizokui Shrine,{{ill|UNKNOWN|lt=Fusha|1=UNKNOWN}}
Mizokui Shrine,solved
Mizokui Shrine,{{ill|UNKNOWN|lt=Fusha|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=2018 Northern Osaka Earthquake|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=subsidiary shrines|1=UNKNOWN}}
Mizokui Shrine,{{ill|lt=Mishima Mizokui|UNKNOWN|lt=Mishima Mizokui Mimi-no-Mikoto}}
Mizokui Shrine,{{ill|lt=Mishima Mizokui|UNKNOWN|lt=Mizokui Mimi-no-Mikoto}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Ame-no-Hikata-Kushi-Hikata-no-Mikoto|1=UNKNOWN}}
Mizokui Shrine,{{ill|lt=Kamotake-tsunumi-no-Mikoto|UNKNOWN|lt=Mishima Mizokui Mimi}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Seyadatara-hime|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Kamo clan|1=UNKNOWN}}
Mizokui Shrine,solved
Mizokui Shrine,{{ill|UNKNOWN|lt=Fusha|1=UNKNOWN}}
Mizokui Shrine,solved
Mizokui Shrine,{{ill|lt=Kagutsuchi-no-Kami|UNKNOWN|lt=Kagu-tsuchi-no-Kami}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Okutsuhiko-no-Kami|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Okutsuhime-no-Kami|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Mitsuhanome-no-Kami|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Haniyasubiko-no-Kami|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Haniyasubime-no-Kami|1=UNKNOWN}}
Mizokui Shrine,solved
Mizokui Shrine,solved
Mizokui Shrine,{{ill|lt=Ame-no-Tajikarao|UNKNOWN|lt=Tajikarao-no-Kami}}
Mizokui Shrine,{{ill|lt=Konohana Sakuya-hime|UNKNOWN|lt=Konohana Sakuya-hime-no-Kami}}
Mizokui Shrine,{{ill|UNKNOWN|lt=Ichikishima-hime-no-Mikoto|1=UNKNOWN}}
Mizokui Shrine,{{ill|UNKNOWN|lt=pdf|1=UNKNOWN}}
Mizushi Shrine,solved
Mizushi Shrine,solved
Mizushi Shrine,{{ill|UNKNOWN|lt=Ame-no-Kagoyama-no-Mikoto|1=UNKNOWN}}
Mizushi Shrine,{{ill|lt=Mizushi clan|UNKNOWN|lt=Mizushi no Atai}}
Mizushi Shrine,solved
Mizutani Shrine,{{ill|UNKNOWN|lt=Amaterasu Okami|1=UNKNOWN}}
Mizutani Shrine,solved
Mizutani Shrine,{{ill|UNKNOWN|lt=former company rank|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Amaterasu Omikami|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Jingi Zensho|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Ota Bun of Tajima Province|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Shokeimonin|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Fuzan Sakurai|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Tajima Ko|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Jakon|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Yoneji River|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Sports Day|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=shinotake|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=hakama|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Matadate|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=shoulder robe|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Intangible Folk Cultural Property|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Hamaedoko|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=hamadoko|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=covered building|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=tiled roof|1=UNKNOWN}}
Mizutani Shrine,{{ill|UNKNOWN|lt=Himachi|1=UNKNOWN}}
"Mononobe Shrine (Higashi-ku, Nagoya)",solved
Mononobe Shrine (Kashiwazaki),solved
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=県社|1=UNKNOWN}}
Mononobe Shrine (Kashiwazaki),solved
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=県社|1=UNKNOWN}}
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=天神本紀|1=UNKNOWN}}
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=天孫本紀|1=UNKNOWN}}
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=本地仏|1=UNKNOWN}}
Mononobe Shrine (Kashiwazaki),{{ill|lt=建御名方神|UNKNOWN|lt=健御名方命}}
Mononobe Shrine (Kashiwazaki),solved
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=県社|1=UNKNOWN}}
Mononobe Shrine (Kashiwazaki),{{ill|UNKNOWN|lt=上杉家|1=UNKNOWN}}
Mononobe Shrine (Oda),solved
Mononobe Shrine (Oda),solved
Mononobe Shrine (Oda),{{ill|UNKNOWN|lt=神紋|1=UNKNOWN}}
Mononobe Shrine (Oda),{{ill|lt=金子家 (男爵家)|UNKNOWN|lt=金子氏}}
Mononobe Shrine (Oda),{{ill|lt=抓津姫神|UNKNOWN|lt=抓津姫命}}
Mononobe Shrine (Oda),{{ill|lt=御田植|UNKNOWN|lt=御田植祭}}
Mononobe Shrine (Oda),{{ill|UNKNOWN|lt=例大祭|1=UNKNOWN}}
Morimoto Shrine,solved
Morimoto Shrine,{{ill|UNKNOWN|lt=Asuka District|1=UNKNOWN}}
Morimoto Shrine,{{ill|UNKNOWN|lt=Futsunushi-no-Mikoto|1=UNKNOWN}}
Morimoto Shrine,solved
Morimoto Shrine,{{ill|UNKNOWN|lt=shinsen-heihaku-ryo kyoshinsha|1=UNKNOWN}}
Morimoto Shrine,{{ill|UNKNOWN|lt=Futsunushi-no-Mikoto|1=UNKNOWN}}
Morimoto Shrine,solved
Morimoto Shrine,{{ill|UNKNOWN|lt=Unranked Shrine|1=UNKNOWN}}
Morimoto Shrine,{{ill|UNKNOWN|lt=Unranked Shrine|1=UNKNOWN}}
Morimoto Shrine,{{ill|UNKNOWN|lt=Kokubu Shrine|1=UNKNOWN}}
Morimoto Shrine,{{ill|UNKNOWN|lt=Kokubu Shrine|1=UNKNOWN}}
Moritano Shrine (Minochi),solved
Moritano Shrine (Minochi),{{ill|UNKNOWN|lt=residential area|1=UNKNOWN}}
Moritano Shrine (Minochi),{{ill|lt=Shinanomachi (representative topic)|UNKNOWN|lt=Shinanomachi}}
Moritano Shrine (Minochi),{{ill|UNKNOWN|lt=designated cultural property|1=UNKNOWN}}
Moritano Shrine (Minochi),{{ill|UNKNOWN|lt=designated cultural property|1=UNKNOWN}}
Moro Shrine,solved
Moro Shrine,solved
Moro Shrine,{{ill|UNKNOWN|lt=Nagareyama Central Library|1=UNKNOWN}}
Morokuchi Shrine (Q116694076),solved
Morokuchi Shrine (Q116694076),{{ill|UNKNOWN|lt=anan|1=UNKNOWN}}
Morokuchi Shrine (Q116694076),solved
Morokuchi Shrine (Q116694076),{{ill|UNKNOWN|lt=Benten|1=UNKNOWN}}
Morokuchi Shrine (Q116694076),{{ill|UNKNOWN|lt=Ototachibana-hime-no-Mikoto|1=UNKNOWN}}
Morokuchi Shrine (Q116694076),{{ill|UNKNOWN|lt=Temizuya|1=UNKNOWN}}
Morokuchi Shrine (Q116694076),{{ill|UNKNOWN|lt=Suruga Bay Deep Sea Aquarium|1=UNKNOWN}}
Morosugi Shrine,solved
Morosugi Shrine,solved
Morosugi Shrine,solved
Morosugi Shrine,solved
Morosugi Shrine,{{ill|UNKNOWN|lt=Mi-Izushi Shrine|1=UNKNOWN}}
Morosugi Shrine,{{ill|UNKNOWN|lt=Sugi Shrine|1=UNKNOWN}}
Morosugi Shrine,solved
Morosugi Shrine,solved
Morosugi Shrine,{{ill|UNKNOWN|lt=Ifukube Shrine|1=UNKNOWN}}
Muku Shrine,solved
Muku Shrine,solved
Muku Shrine,{{ill|UNKNOWN|lt=Shinsen-heihaku-ryo kyoshinsha|1=UNKNOWN}}
Muku Shrine,solved
Muku Shrine,{{ill|UNKNOWN|lt=Hime-no-Mikoto|1=UNKNOWN}}
Muku Shrine,solved
Muku Shrine,{{ill|UNKNOWN|lt=Tajihi no Mahito|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Tashin Himekami|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Takotsu Himekami|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Ichikishima Himekami|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Goryodai|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=rituals|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Chikuzen Oshima|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Tashin Himekami|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=UNESCO|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=origin|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Ninigi no Mikoto|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Ninigi no Mikoto|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Yamato Imperial Court|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Junior Fifth Rank Lower|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Grand Shrine|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Ouchi clan|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Kusakari clan|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Kokuheichusha|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Kanpei Chusha|1=UNKNOWN}}
Munakata Taisha,{{ill|lt=Emperor Empress Akihito|UNKNOWN|lt=Retired Emperor Akihito}}
Munakata Taisha,{{ill|UNKNOWN|lt=Chikuzen Oshima|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Kengyu|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=Orijo|1=UNKNOWN}}
Munakata Taisha,{{ill|UNKNOWN|lt=divine welcome|1=UNKNOWN}}
Munakata Taisha,{{ill|lt=divine celebration|UNKNOWN|lt=marine divine celebration}}
