page_title,qid,xml_file
Ohomuwanoshimosakino Shrine,Q135098988,Ohomuwanoshimosakino Shrine.xml
Ohonamochi Shrine,Q135040905,Ohonamochi Shrine.xml
Ohonamochimiko Shrine,Q135040906,Ohonamochimiko Shrine.xml
Ohonamochino Shrine,Q135040950,Ohonamochino Shrine.xml
Ohonamochinokamikataishino Shrine,Q135040311,Ohonamochinokamikataishino Shrine.xml
Ohoneno Shrine,Q135039891,Ohoneno Shrine.xml
Ohonokino Shrine,Q135039539,Ohonokino Shrine.xml
Ohonokino Shrine (Q135270310),Q135270310,Ohonokino Shrine (Q135270310).xml
Ohonokosono Shrine,Q135039347,Ohonokosono Shrine.xml
Ohonomino- Shrine,Q135040750,Ohonomino- Shrine.xml
Ohonono Shrine,Q135040587,Ohonono Shrine.xml
Ohonono Shrine (Q135039889),Q135039889,Ohonono Shrine (Q135039889).xml
Ohonotsuno Shrine,Q135040939,Ohonotsuno Shrine.xml
Ohosahano Shrine,Q135039832,Ohosahano Shrine.xml
Ohosakanoyamakuchi Shrine,Q135038960,Ohosakanoyamakuchi Shrine.xml
Ohosakino Shrine,Q135040454,Ohosakino Shrine.xml
Ohosakino Shrine (Q135039883),Q135039883,Ohosakino Shrine (Q135039883).xml
Ohosakino Shrine (Q135039970),Q135039970,Ohosakino Shrine (Q135039970).xml
Ohosechino Shrine,Q135039593,Ohosechino Shrine.xml
Ohoseno Shrine,Q135039602,Ohoseno Shrine.xml
Ohoshihano Shrine,Q135038785,Ohoshihano Shrine.xml
Ohoshima Shrine,Q135040007,Ohoshima Shrine.xml
Ohoshimano Shrine,Q135041542,Ohoshimano Shrine.xml
Ohosukino Shrine,Q135041414,Ohosukino Shrine.xml
Ohotanino Shrine,Q135039438,Ohotanino Shrine.xml
Ohotano Shrine,Q135039842,Ohotano Shrine.xml
Ohotano Shrine (Q135039879),Q135039879,Ohotano Shrine (Q135039879).xml
Ohotarashihimeno- Shrine,Q135041478,Ohotarashihimeno- Shrine.xml
Ohotorimihahino Shrine,Q135039167,Ohotorimihahino Shrine.xml
Ohotorino Shrine,Q135039158,Ohotorino Shrine.xml
Ohotoriwiseno Shrine,Q135039168,Ohotoriwiseno Shrine.xml
Ohotoshi Shrine,Q135040707,Ohotoshi Shrine.xml
Ohotoshi- Shrine,Q135098977,Ohotoshi- Shrine.xml
Ohotoshino Shrine,Q135039171,Ohotoshino Shrine.xml
Ohotoshino Shrine (Q135039018),Q135039018,Ohotoshino Shrine (Q135039018).xml
Ohotoshino Shrine (Q135041130),Q135041130,Ohotoshino Shrine (Q135041130).xml
Ohotoshino Shrine (Q135288221),Q135288221,Ohotoshino Shrine (Q135288221).xml
Ohotsuno Shrine,Q135039122,Ohotsuno Shrine.xml
Ohotsuno Shrine (Q135039910),Q135039910,Ohotsuno Shrine (Q135039910).xml
Ohotsunoyukino- Shrine,Q135039662,Ohotsunoyukino- Shrine.xml
Ohoukano Shrine,Q135040581,Ohoukano Shrine.xml
Ohowakeno Shrine,Q135039306,Ohowakeno Shrine.xml
Ohowano Shrine,Q135039406,Ohowano Shrine.xml
Ohowasamino- Shrine,Q135040749,Ohowasamino- Shrine.xml
Ohowimatano Shrine,Q135039692,Ohowimatano Shrine.xml
Ohowino Shrine,Q135039365,Ohowino Shrine.xml
Ohoyamamitano Shrine,Q135040152,Ohoyamamitano Shrine.xml
Ohoyamano Shrine,Q135039905,Ohoyamano Shrine.xml
Ohoyamano Shrine (Q135041078),Q135041078,Ohoyamano Shrine (Q135041078).xml
Ohoyamatonokotoshironushino Shrine,Q135041161,Ohoyamatonokotoshironushino Shrine.xml
Ohoyano Shrine,Q135039806,Ohoyano Shrine.xml
Ohoyohino Shrine,Q135040626,Ohoyohino Shrine.xml
Oi Shrine (Q11493043),Q11493043,Oi Shrine (Q11493043).xml
Oi Shrine (Q135039541),Q135039541,Oi Shrine (Q135039541).xml
Oi Shrine (Q135039764),Q135039764,Oi Shrine (Q135039764).xml
Oi Shrine (Q135040932),Q135040932,Oi Shrine (Q135040932).xml
Oi Shrine (Q135069234),Q135069234,Oi Shrine (Q135069234).xml
Oi Shrine (Q135186671),Q135186671,Oi Shrine (Q135186671).xml
Oi Shrine (Q135270296),Q135270296,Oi Shrine (Q135270296).xml
Oichi Shrine,Q135186604,Oichi Shrine.xml
Oichi Shrine (Q135186605),Q135186605,Oichi Shrine (Q135186605).xml
Oikurano Shrine,Q135039300,Oikurano Shrine.xml
Oimatakubo Hachiman Shrine,Q11432135,Oimatakubo Hachiman Shrine.xml
Oino Otsu Shrine,Q135186793,Oino Otsu Shrine.xml
Oio Shrine,Q11610638,Oio Shrine.xml
Oiso Shrine,Q24864985,Oiso Shrine.xml
Oitsushimano Shrine,Q135039808,Oitsushimano Shrine.xml
Ojiharina Mawakahime Shrine,Q17228003,Ojiharina Mawakahime Shrine.xml
Oka Shrine (Q135069625),Q135069625,Oka Shrine (Q135069625).xml
Okabuto Shrine,Q135039380,Okabuto Shrine.xml
Okada Kamo Shrine,Q11473738,Okada Kamo Shrine.xml
Okada Shrine (Q106852596),Q106852596,Okada Shrine (Q106852596).xml
Okada Shrine (Q135194632),Q135194632,Okada Shrine (Q135194632).xml
Okada Shrine (Q135222033),Q135222033,Okada Shrine (Q135222033).xml
Okada-no-ohatame Shrine,Q135038984,Okada-no-ohatame Shrine.xml
Okadakuni Shrine,Q11473495,Okadakuni Shrine.xml
Okafuto Shrine,Q135194637,Okafuto Shrine.xml
Okage Shrine (Otagi district),Q135068666,Okage Shrine (Otagi district).xml
Okami Shrine (Q135040229),Q135040229,Okami Shrine (Q135040229).xml
Okamino Shrine,Q135039195,Okamino Shrine.xml
Okamino Shrine (Q135041248),Q135041248,Okamino Shrine (Q135041248).xml
Okamoto Shrine,Q135069650,Okamoto Shrine.xml
Okamoto Shrine (Q135193645),Q135193645,Okamoto Shrine (Q135193645).xml
Okamuno Shrine,Q135039462,Okamuno Shrine.xml
Okanoue Shrine (Q48758325),Q48758325,Okanoue Shrine (Q48758325).xml
Okata Shrine,Q135069910,Okata Shrine.xml
Okata Shrine (Q135194536),Q135194536,Okata Shrine (Q135194536).xml
Okata Shrine (Q135206858),Q135206858,Okata Shrine (Q135206858).xml
Okataka Shrine,Q11473959,Okataka Shrine.xml
Okataka Shrine (Q135193648),Q135193648,Okataka Shrine (Q135193648).xml
Okawa Shrine,Q135193745,Okawa Shrine.xml
Oketomohiro Shrine,Q135069800,Oketomohiro Shrine.xml
Oki Shrine,Q135186731,Oki Shrine.xml
Oki shrine Yokkaichi,Q135186736,Oki shrine Yokkaichi.xml
Okiheno Shrine,Q135039136,Okiheno Shrine.xml
Okinami Suwa Shrine,Q135194927,Okinami Suwa Shrine.xml
Okino Shrine,Q135039586,Okino Shrine.xml
Okisomeno Shrine,Q135039333,Okisomeno Shrine.xml
Okitsushima Shinto Shrine,Q11445964,Okitsushima Shinto Shrine.xml
"Okitsushima Shrine (Kikudamachi, Kōriyama City)",Q135194446,"Okitsushima Shrine (Kikudamachi, Kōriyama City).xml"
"Okitsushima Shrine (Konan Town, Kōriyama City)",Q135194448,"Okitsushima Shrine (Konan Town, Kōriyama City).xml"
Okitsushima Shrine (Nihonmatsu City),Q135194447,Okitsushima Shrine (Nihonmatsu City).xml
Okitsushimano Shrine,Q135040047,Okitsushimano Shrine.xml
Okuni Shrine (Q17221549),Q17221549,Okuni Shrine (Q17221549).xml
Okunitama Shrine,Q11433665,Okunitama Shrine.xml
Okutsuhimeno Shrine,Q135040335,Okutsuhimeno Shrine.xml
Okutsu‑Hime Shrine (Ama Town),Q135194928,Okutsu‑Hime Shrine (Ama Town).xml
Okutsu‑Hime Shrine (Hōsu Town),Q135194929,Okutsu‑Hime Shrine (Hōsu Town).xml
Old Hase Shrine Monument,Q135186782,Old Hase Shrine Monument.xml
Omi Shrine,Q135193661,Omi Shrine.xml
Omiashi Shrine,Q61058050,Omiashi Shrine.xml
Omiya Shrine,Q131925939,Omiya Shrine.xml
Omiya Shrine (Q113679907),Q113679907,Omiya Shrine (Q113679907).xml
Omiya Shrine (Q135193663),Q135193663,Omiya Shrine (Q135193663).xml
Omizuwake Shrine,Q135193724,Omizuwake Shrine.xml
Omohiyarino Shrine,Q135040659,Omohiyarino Shrine.xml
Omonami Shrine,Q135040691,Omonami Shrine.xml
Omote Katana Shrine (Kurihara City),Q135194406,Omote Katana Shrine (Kurihara City).xml
Omote Katana Shrine (Ōsaki City),Q135194407,Omote Katana Shrine (Ōsaki City).xml
Omura Shrine,Q20043474,Omura Shrine.xml
Omushi Shrine (Q135069907),Q135069907,Omushi Shrine (Q135069907).xml
Omushi Shrine (Q135195244),Q135195244,Omushi Shrine (Q135195244).xml
Onai Hachiman Shrine,Q135194248,Onai Hachiman Shrine.xml
Onai Shrine,Q135194246,Onai Shrine.xml
Onai Shrine (Q135194247),Q135194247,Onai Shrine (Q135194247).xml
Onga Shrine,Q135069891,Onga Shrine.xml
Onga Shrine (Dewa Province),Q135069892,Onga Shrine (Dewa Province).xml
Onga Shrine (Ioka),Q135194466,Onga Shrine (Ioka).xml
Onga Shrine (Ongahara),Q135194467,Onga Shrine (Ongahara).xml
Onga Shrine (Sotonojima),Q135194469,Onga Shrine (Sotonojima).xml
Onga Shrine (Tagawa district),Q135069893,Onga Shrine (Tagawa district).xml
Onitano Shrine,Q135039377,Onitano Shrine.xml
Onjiki Shrine,Q135195179,Onjiki Shrine.xml
Ono Shrine (Kutsuki Ōno),Q135193748,Ono Shrine (Kutsuki Ōno).xml
Ono Shrine (Makino Town),Q135193747,Ono Shrine (Makino Town).xml
Ono Shrine (Musashi Province First Shrine),Q135193290,Ono Shrine (Musashi Province First Shrine).xml
Ono Shrine (Nankoku),Q18991294,Ono Shrine (Nankoku).xml
Ono Shrine (Otagi district),Q135068699,Ono Shrine (Otagi district).xml
Ono Shrine (Q11464225),Q11464225,Ono Shrine (Q11464225).xml
Ono Shrine (Q11464226),Q11464226,Ono Shrine (Q11464226).xml
Ono Shrine (Q135193291),Q135193291,Ono Shrine (Q135193291).xml
Ono Shrine (Q135195032),Q135195032,Ono Shrine (Q135195032).xml
Ono Shrine (Q135195295),Q135195295,Ono Shrine (Q135195295).xml
Ono Shrine (Q17225921),Q17225921,Ono Shrine (Q17225921).xml
Onokosono Shrine,Q135186620,Onokosono Shrine.xml
Onokosono Shrine (Q135186621),Q135186621,Onokosono Shrine (Q135186621).xml
Onotakamura Shrine,Q135069612,Onotakamura Shrine.xml
Onotoufuu Shrine,Q135069614,Onotoufuu Shrine.xml
Onouto Shrine,Q11578102,Onouto Shrine.xml
Onsen Shrine,Q135039991,Onsen Shrine.xml
Oo Shrine,Q11438337,Oo Shrine.xml
Ooanamochino Shrine,Q135038951,Ooanamochino Shrine.xml
Ooasa Shrine,Q135069461,Ooasa Shrine.xml
Ooba Shrine,Q11435394,Ooba Shrine.xml
Ooba Shrine (Q135069665),Q135069665,Ooba Shrine (Q135069665).xml
Oohara Shrine,Q135070166,Oohara Shrine.xml
Oohara Shrine (Iwami Province),Q135070167,Oohara Shrine (Iwami Province).xml
Oohara Shrine (Ochi district),Q135070169,Oohara Shrine (Ochi district).xml
Ooi Shrine,Q11432213,Ooi Shrine.xml
Ooi Shrine (old site),Q135186667,Ooi Shrine (old site).xml
Ooichi Shrine,Q135069211,Ooichi Shrine.xml
Ooichi Shrine (Ise Province),Q135069214,Ooichi Shrine (Ise Province).xml
Ooimata Shrine,Q135069494,Ooimata Shrine.xml
Ookawa Shrine,Q135070018,Ookawa Shrine.xml
Ookura Shrine,Q135069097,Ookura Shrine.xml
Ookurahime Shrine,Q135068927,Ookurahime Shrine.xml
Ookurahimegami Shrine,Q135068930,Ookurahimegami Shrine.xml
Oomahiko Shrine,Q11442033,Oomahiko Shrine.xml
Oomatsuriamaihakatohikono Shrine,Q135041127,Oomatsuriamaihakatohikono Shrine.xml
Oominakami Shrine,Q11436783,Oominakami Shrine.xml
Oomiwa Shrine,Q11438336,Oomiwa Shrine.xml
Oomori Shrine,Q135070101,Oomori Shrine.xml
Oomori Shrine (Q135070324),Q135070324,Oomori Shrine (Q135070324).xml
Oomote Shrine,Q135193726,Oomote Shrine.xml
Oomotoukou Shrine,Q135070207,Oomotoukou Shrine.xml
Oomuwano Shrine,Q135039582,Oomuwano Shrine.xml
Oonimasumishiritsuhiko Shrine,Q11430652,Oonimasumishiritsuhiko Shrine.xml
Oono Shrine,Q135069985,Oono Shrine.xml
Oono Shrine (Q11439718),Q11439718,Oono Shrine (Q11439718).xml
Oono Shrine (Q135069687),Q135069687,Oono Shrine (Q135069687).xml
Oono Shrine (Takeno district),Q135070036,Oono Shrine (Takeno district).xml
Oono Shrine (Tango Province),Q135070035,Oono Shrine (Tango Province).xml
Oosakayamaguchi Shrine,Q135069035,Oosakayamaguchi Shrine.xml
Oosakayamaguchi Shrine (Katsuge district),Q135069036,Oosakayamaguchi Shrine (Katsuge district).xml
Ooshikamiyake Shrine,Q135069244,Ooshikamiyake Shrine.xml
Ooshima Shrine,Q135069870,Ooshima Shrine.xml
Oota Shrine (Tasun Shrine),Q135070275,Oota Shrine (Tasun Shrine).xml
Ootoshi Shrine,Q135070226,Ootoshi Shrine.xml
Ootoshi Shrine (Q135070058),Q135070058,Ootoshi Shrine (Q135070058).xml
Ootsu Shrine,Q135041170,Ootsu Shrine.xml
Ooyama Shrine,Q11434677,Ooyama Shrine.xml
Ori Shrine (Shimo),Q135069138,Ori Shrine (Shimo).xml
Orihata Shrine,Q11608231,Orihata Shrine.xml
Orikidono Shrine,Q135186239,Orikidono Shrine.xml
Oritano Shrine,Q135040137,Oritano Shrine.xml
Oritano Shrine (Q135040086),Q135040086,Oritano Shrine (Q135040086).xml
Oro Shrine,Q135190246,Oro Shrine.xml
Oro Shrine (Q135190247),Q135190247,Oro Shrine (Q135190247).xml
Oroheshino Shrine,Q135040039,Oroheshino Shrine.xml
Orono Shrine,Q135039594,Orono Shrine.xml
Osada Nimasu Amateru Mitama Shrine,Q43594600,Osada Nimasu Amateru Mitama Shrine.xml
Osake Shrine,Q21019665,Osake Shrine.xml
Osaki Hachiman Shrine,Q135194434,Osaki Hachiman Shrine.xml
Osanazakura Shrine,Q135069111,Osanazakura Shrine.xml
Oseno Shrine,Q135040094,Oseno Shrine.xml
Oshaku Shrine,Q110915859,Oshaku Shrine.xml
Oshaku Shrine (Q135192793),Q135192793,Oshaku Shrine (Q135192793).xml
Oshaku Shrine (sessha),Q135192871,Oshaku Shrine (sessha).xml
Oshihoneno Shrine,Q135041482,Oshihoneno Shrine.xml
Oshima & Okitsushima Shrines,Q135193530,Oshima & Okitsushima Shrines.xml
Oshirono Shrine,Q135040718,Oshirono Shrine.xml
Oshisaka Nimai Sukune Shrine,Q54153274,Oshisaka Nimai Sukune Shrine.xml
Oshisaka Yamaguchi Numasu Shrine,Q48763696,Oshisaka Yamaguchi Numasu Shrine.xml
Oshiwono Shrine,Q135040021,Oshiwono Shrine.xml
Oshiyamano Shrine,Q135039371,Oshiyamano Shrine.xml
Ota Hachiman Shrine,Q135193278,Ota Hachiman Shrine.xml
Ota Shrine,Q135193755,Ota Shrine.xml
Ota Shrine (Q135193756),Q135193756,Ota Shrine (Q135193756).xml
Otaki Shrine,Q135193533,Otaki Shrine.xml
Otano Shrine,Q135039867,Otano Shrine.xml
Otokoyama Shrine,Q135070320,Otokoyama Shrine.xml
Otokuni-nimasuo Hoikatsuchino Shrine,Q135024354,Otokuni-nimasuo Hoikatsuchino Shrine.xml
Otorii Hachiman Shrine,Q135192636,Otorii Hachiman Shrine.xml
Otoshi Shrine,Q135197721,Otoshi Shrine.xml
Otoshi Shrine (Q135195349),Q135195349,Otoshi Shrine (Q135195349).xml
Otoshi Shrine (Q135197723),Q135197723,Otoshi Shrine (Q135197723).xml
Otoshi Shrine (Q135197724),Q135197724,Otoshi Shrine (Q135197724).xml
Otoshi Shrine (Q135197725),Q135197725,Otoshi Shrine (Q135197725).xml
Otoshi Shrine (Q135197727),Q135197727,Otoshi Shrine (Q135197727).xml
Otowatatsumi Shrine,Q134930328,Otowatatsumi Shrine.xml
Otsu Shrine,Q135194018,Otsu Shrine.xml
Otsu Shrine (Q135186792),Q135186792,Otsu Shrine (Q135186792).xml
Otsuka Shrine,Q135186733,Otsuka Shrine.xml
Otsuki Shrine,Q11462132,Otsuki Shrine.xml
Otsuki-taisha,Q11462126,Otsuki-taisha.xml
Ottokousha (Yamashiro Province),Q135068635,Ottokousha (Yamashiro Province).xml
Ouji Shrine,Q134928894,Ouji Shrine.xml
Oujimiya,Q135070342,Oujimiya.xml
Oujin Shrine,Q135070335,Oujin Shrine.xml
Oujiwatatsumi Shrine,Q135070308,Oujiwatatsumi Shrine.xml
Oushima Shrine,Q135199570,Oushima Shrine.xml
Oya Shrine,Q135195265,Oya Shrine.xml
Oyama Hakusan Shrine,Q135193954,Oyama Hakusan Shrine.xml
Oyama Otsu Shrine,Q135186791,Oyama Otsu Shrine.xml
Oyama Shrine (Q135193952),Q135193952,Oyama Shrine (Q135193952).xml
Oyama Shrine (Q135195021),Q135195021,Oyama Shrine (Q135195021).xml
Oyama Shrine (Tateyama),Q11659204,Oyama Shrine (Tateyama).xml
Oyama Shrine (Tomika),Q11434676,Oyama Shrine (Tomika).xml
Oyamada Shrine,Q85878781,Oyamada Shrine.xml
Oyatsuhime Shrine,Q11434556,Oyatsuhime Shrine.xml
"Oyoku Shrine (Nishiyanagino, Takatsuki Town)",Q135193722,"Oyoku Shrine (Nishiyanagino, Takatsuki Town).xml"
"Oyoku Shrine (Shigenori, Takatsuki Town)",Q135193720,"Oyoku Shrine (Shigenori, Takatsuki Town).xml"
Oyoku Shrine (Yogo Town),Q135193719,Oyoku Shrine (Yogo Town).xml
Ozaki Shrine,Q135194440,Ozaki Shrine.xml
Ozeki Shrine,Q11459557,Ozeki Shrine.xml
Ozu Shrine,Q97206855,Ozu Shrine.xml
Prominent candidate Hikitari Shrine,Q135193652,Prominent candidate Hikitari Shrine.xml
Prominent candidate Ishigami Shrine,Q135194383,Prominent candidate Ishigami Shrine.xml
Prominent candidate Kamo Koetsu Shrine,Q135194396,Prominent candidate Kamo Koetsu Shrine.xml
Prominent candidate Ōshima Shrine,Q135194391,Prominent candidate Ōshima Shrine.xml
Raiden Shrine (Q135039270),Q135039270,Raiden Shrine (Q135039270).xml
Raiden Shrine (Q135069194),Q135069194,Raiden Shrine (Q135069194).xml
Raiden-sha (sessha),Q135192964,Raiden-sha (sessha).xml
Remains of Amenotenagahime Shrine,Q135198629,Remains of Amenotenagahime Shrine.xml
Rikishi Shrine,Q11398393,Rikishi Shrine.xml
Rikukotano Shrine,Q135040043,Rikukotano Shrine.xml
Rikyū‑in Site,Q135186162,Rikyū‑in Site.xml
Rokugo Shrine,Q135193279,Rokugo Shrine.xml
Rokuishi Shrine,Q135194385,Rokuishi Shrine.xml
Rokusho Shrine (Q135039596),Q135039596,Rokusho Shrine (Q135039596).xml
Rokusho Shrine (Q135069380),Q135069380,Rokusho Shrine (Q135069380).xml
Rokusho Shrine (Q135190252),Q135190252,Rokusho Shrine (Q135190252).xml
Rokusho Shrine (Q135192612),Q135192612,Rokusho Shrine (Q135192612).xml
Ryoshagu Shrine,Q135069372,Ryoshagu Shrine.xml
Ryou Shrine,Q134930603,Ryou Shrine.xml
Ryuguchi Shrine Inner Ishigami Shrine,Q135194386,Ryuguchi Shrine Inner Ishigami Shrine.xml
Ryuguchi Shrine Inner Ishigami Shrine (old site),Q135194387,Ryuguchi Shrine Inner Ishigami Shrine (old site).xml
Ryutengu Hata Shrine,Q135186441,Ryutengu Hata Shrine.xml
Ryūjin Shrine (Isuzu Shrine sessha),Q135194372,Ryūjin Shrine (Isuzu Shrine sessha).xml
Sabi Shrine,Q11383015,Sabi Shrine.xml
Sachino Shrine,Q135040518,Sachino Shrine.xml
Sada Shrine (Q135193737),Q135193737,Sada Shrine (Q135193737).xml
Saeki Shrine,Q135041071,Saeki Shrine.xml
Sae‑no‑Kami Shrine,Q135199158,Sae‑no‑Kami Shrine.xml
Sagano Shrine,Q135038805,Sagano Shrine.xml
Saguri Shrine,Q55532282,Saguri Shrine.xml
Sahahano Jigi Shrine (Nida Shrine),Q135193470,Sahahano Jigi Shrine (Nida Shrine).xml
Sahahano Jigi Shrine (Ōtsu Town),Q135193471,Sahahano Jigi Shrine (Ōtsu Town).xml
Sahahano Shrine,Q135039771,Sahahano Shrine.xml
Sahakatono Shrine,Q135039850,Sahakatono Shrine.xml
Saharano Shrine,Q135041181,Saharano Shrine.xml
Sahime- Shrine,Q135041114,Sahime- Shrine.xml
Sahime- Shrine (Q135270436),Q135270436,Sahime- Shrine (Q135270436).xml
Sahimeyama Shrine,Q135070143,Sahimeyama Shrine.xml
Sahimeyama Shrine (Q11383230),Q11383230,Sahimeyama Shrine (Q11383230).xml
Sahimeyama Shrine (Q135070144),Q135070144,Sahimeyama Shrine (Q135070144).xml
Saho Shrine (Harima Province),Q135070184,Saho Shrine (Harima Province).xml
Saho Shrine (Q135070182),Q135070182,Saho Shrine (Q135070182).xml
Sai Shrine,Q135098830,Sai Shrine.xml
Sai Shrine (Q135068807),Q135068807,Sai Shrine (Q135068807).xml
Sai Shrine (Q135070095),Q135070095,Sai Shrine (Q135070095).xml
Sai Takamori Shrine,Q135195736,Sai Takamori Shrine.xml
Saikusa Shrine,Q135069473,Saikusa Shrine.xml
Saitakamamorigami Shrine,Q135070098,Saitakamamorigami Shrine.xml
Saitakamamorigami Shrine (Izumo Province),Q135070099,Saitakamamorigami Shrine (Izumo Province).xml
Saka Shrine,Q11385133,Saka Shrine.xml
Sakachishino Shrine,Q135040506,Sakachishino Shrine.xml
Sakada Miyaoka Shrine,Q135193623,Sakada Miyaoka Shrine.xml
Sakahino Shrine,Q135039131,Sakahino Shrine.xml
Sakahino Shrine (Q135041175),Q135041175,Sakahino Shrine (Q135041175).xml
Sakahogi Shrine,Q11425559,Sakahogi Shrine.xml
Sakai Shrine,Q135069227,Sakai Shrine.xml
Sakai Shrine (Ise Province),Q135069228,Sakai Shrine (Ise Province).xml
Sakaki Shrine,Q106852481,Sakaki Shrine.xml
Sakakino Shrine,Q135040623,Sakakino Shrine.xml
Sakamine Shrine,Q11395049,Sakamine Shrine.xml
Sakamineno Shrine,Q135040018,Sakamineno Shrine.xml
Sakamonshin Shrine,Q135069131,Sakamonshin Shrine.xml
Sakamoto Shrine & Hachimangu,Q11391067,Sakamoto Shrine & Hachimangu.xml
"Sakamoto Shrine (Miya, Minamiuonuma)",Q135195098,"Sakamoto Shrine (Miya, Minamiuonuma).xml"
Sakamoto Shrine (Q135039884),Q135039884,Sakamoto Shrine (Q135039884).xml
Sakamoto Shrine Suwa Shrine,Q11631918,Sakamoto Shrine Suwa Shrine.xml
Sakamotono Shrine,Q135040455,Sakamotono Shrine.xml
Sakamotono Shrine (Q135039908),Q135039908,Sakamotono Shrine (Q135039908).xml
Sakamotono Shrine (Q135041449),Q135041449,Sakamotono Shrine (Q135041449).xml
Sakamutono Shrine,Q135039573,Sakamutono Shrine.xml
Sakanawino Shrine,Q135040224,Sakanawino Shrine.xml
Sakanihano Shrine,Q135039542,Sakanihano Shrine.xml
Sakaniwa Shrine,Q135069384,Sakaniwa Shrine.xml
Sakano Shrine,Q135040941,Sakano Shrine.xml
Sakanouheno Shrine,Q135039170,Sakanouheno Shrine.xml
Sakarakano Shrine,Q135038812,Sakarakano Shrine.xml
Sakatare Shrine,Q11644305,Sakatare Shrine.xml
Sakateno Shrine,Q135039463,Sakateno Shrine.xml
Sakatohitokotono Shrine,Q135040218,Sakatohitokotono Shrine.xml
Sakatono Shrine,Q135039031,Sakatono Shrine.xml
Sakatono Shrine (Q135039258),Q135039258,Sakatono Shrine (Q135039258).xml
Sakatonono Shrine,Q135021842,Sakatonono Shrine.xml
Sakatsura Isosaki Shrine,Q11644289,Sakatsura Isosaki Shrine.xml
Sakatsurugi Shrine,Q135194554,Sakatsurugi Shrine.xml
Sakawino Shrine,Q135039349,Sakawino Shrine.xml
Sakayano Shrine,Q135038806,Sakayano Shrine.xml
Saki Shrine,Q56346760,Saki Shrine.xml
Saki Shrine (Q56346769),Q56346769,Saki Shrine (Q56346769).xml
Sakikurusuno Shrine co-EnShrinement,Q135039297,Sakikurusuno Shrine co-EnShrinement.xml
Sakino Shrine,Q135038846,Sakino Shrine.xml
Sakino Shrine (Q135040088),Q135040088,Sakino Shrine (Q135040088).xml
Sakino Shrine (Q135040282),Q135040282,Sakino Shrine (Q135040282).xml
Sakino Shrine (Q135040761),Q135040761,Sakino Shrine (Q135040761).xml
Sakinosuno Shrine,Q135039009,Sakinosuno Shrine.xml
Sakitama Shrine,Q11397359,Sakitama Shrine.xml
Sakitamahimeno- Shrine,Q135039638,Sakitamahimeno- Shrine.xml
Sakito Shrine,Q11397050,Sakito Shrine.xml
Sakitori Shrine,Q11397865,Sakitori Shrine.xml
Sakitsuhiko- Shrine,Q135040620,Sakitsuhiko- Shrine.xml
Saku Shrine (Kai Province),Q135069499,Saku Shrine (Kai Province).xml
Saku Shrine (Q135069498),Q135069498,Saku Shrine (Q135069498).xml
Sakueno Shrine,Q135039985,Sakueno Shrine.xml
Sakuno Shrine,Q135039704,Sakuno Shrine.xml
Sakuno Shrine (Q135040662),Q135040662,Sakuno Shrine (Q135040662).xml
Sakuno Shrine (Q135270286),Q135270286,Sakuno Shrine (Q135270286).xml
Sakuoka Shrine,Q135068870,Sakuoka Shrine.xml
Sakuoka Shrine (Tsuzuki district),Q135068872,Sakuoka Shrine (Tsuzuki district).xml
Sakura Shrine old site,Q135186777,Sakura Shrine old site.xml
Sakuragi Shrine,Q135039846,Sakuragi Shrine.xml
Sakuraichino Shrine,Q135039840,Sakuraichino Shrine.xml
Sakurama Shrine,Q48758398,Sakurama Shrine.xml
Sakuramino Shrine,Q135038986,Sakuramino Shrine.xml
Sakurano Shrine,Q135039427,Sakurano Shrine.xml
Sakusano Shrine,Q135040769,Sakusano Shrine.xml
Sakusano Shrine (Q135270427),Q135270427,Sakusano Shrine (Q135270427).xml
Sakuta Shrine,Q135195733,Sakuta Shrine.xml
Sakuta Shrine (Q11382602),Q11382602,Sakuta Shrine (Q11382602).xml
Sakuta Shrine (Q135070105),Q135070105,Sakuta Shrine (Q135070105).xml
Sakuta Shrine (Q135070108),Q135070108,Sakuta Shrine (Q135070108).xml
Sakutano Shrine,Q135040907,Sakutano Shrine.xml
Samakumine Shrine,Q63147976,Samakumine Shrine.xml
Samatado Shrine,Q11385140,Samatado Shrine.xml
Sami Shrine (Takatsuki Town),Q135193677,Sami Shrine (Takatsuki Town).xml
Sami Shrine (Yogo Town),Q135193676,Sami Shrine (Yogo Town).xml
Samino Shrine,Q135039848,Samino Shrine.xml
Samino- Shrine,Q135040720,Samino- Shrine.xml
Samiyano Shrine,Q135040514,Samiyano Shrine.xml
