QID,Page
Q840217,October 1 (Lunisolar)
Q840269,October 10 (Lunisolar)
Q836346,October 11 (Lunisolar)
Q840037,October 12 (Lunisolar)
Q840097,October 13 (Lunisolar)
Q840361,October 14 (Lunisolar)
Q840184,October 15 (Lunisolar)
Q840421,October 16 (Lunisolar)
Q840266,October 17 (Lunisolar)
Q840391,October 18 (Lunisolar)
Q840063,October 19 (Lunisolar)
Q840108,October 2 (Lunisolar)
Q840198,October 20 (Lunisolar)
Q840106,October 21 (Lunisolar)
Q840043,October 22 (Lunisolar)
Q840386,October 23 (Lunisolar)
Q840302,October 24 (Lunisolar)
Q840056,October 25 (Lunisolar)
Q840425,October 26 (Lunisolar)
Q840116,October 27 (Lunisolar)
Q840432,October 28 (Lunisolar)
Q840175,October 29 (Lunisolar)
Q840372,October 3 (Lunisolar)
Q840193,October 30 (Lunisolar)
Q840358,October 4 (Lunisolar)
Q840255,October 5 (Lunisolar)
Q840129,October 6 (Lunisolar)
Q840398,October 7 (Lunisolar)
Q840126,October 8 (Lunisolar)
Q840025,October 9 (Lunisolar)
Q17228007,Oda Chausutsuka Kofun
Q11608252,Oda Ido Site
Q135069901,Oda Shrine
Q135186263,Oda Shrine (Isokami Shrine precincts)
Q135194495,"Oda Shrine (Kitada, Mihama Town)"
Q135194494,"Oda Shrine (Sada, Mihama Town)"
Q135194517,Oda Shrine (within Tsurugi Shrine grounds)
Q17229361,"Odagiri-go, Tomono-shō, Shinano Province"
Q109597653,Odara Kofun
Q135193640,Oe Shrine (Higashi Onoe)
Q135193639,Oe Shrine (Onoe)
Q497217,Office of Police and Justice
Q97341948,Official Rank Ordinance
Q135193712,Ofubura Shrine
Q135193713,Ofubura Shrine (Q135193713)
Q2500908,Ofuda
Q135039855,Ofufurano Shrine
Q17228034,Ofujiyama Kofun
Q11263356,Ofune Matsuri
Q11263357,Ship Festival (Susukigisui Shrine)
Q135194423,Oga Hachiman Shrine
Q11261436,Ogami Shrine
Q11659236,Ogami Shrine (disambiguation)
Q11659237,Ogami Shrine (Tonami City)
Q11493040,"Ogami Shrine, Kishiwada"
Q11463433,Ogasa Shrine
Q135069809,Ogawa Hachiman Shrine
Q134928597,Ogawaizumisui Shrine
Q135069803,Ogawa Shrine (Q135069803)
Q135186717,Ogawa Shrine (Q135186717)
Q135194225,Ogawa Shrine (Q135194225)
Q135069806,Ogawa Shrine (Shinano Province)
Q135186718,Ogawa Shrine (Tsubaki-Nakato Keidai-sha)
Q11460398,Ogawadai Kofun Group
Q135069809,Ogawahachimanguu
Q135069192,Ogiwara Shrine
Q17224784,Ogosō Shrine
Q11659232,Ogoto Shrine (Mibu)
Q11659231,Ogoto Shrine (Otsu)
Q17224644,Oguni Foothills Kofun Group
Q63891076,Ogura Shrine (Oyamazaki)
Q135193671,Ohahe Shrine
Q135039837,Ohaheno Shrine
Q135039169,Ohamano Shrine
Q135197736,Ohara Shrine
Q135197737,Ohara Shrine (Q135197737)
Q11465315,Obari Shrine
Q11435394,Ooba Shrine
Q135041128,Ohiihikono- Shrine
Q3090870,Ōhi Shrine
Q135039311,Ohitano Shrine
Q135039868,Ohoamino Shrine
Q135039882,Ohoarahikono Shrine
Q135039672,Ohoasano Shrine
Q135041392,Ohoasano Shrine (Q135041392)
Q135040733,Ohoeno Shrine
Q135040644,Ohofuhe- Shrine
Q135039722,Ohohano Shrine
Q135039830,Ohohano Shrine (Q135039830)
Q135041136,Ohoharano Shrine
Q135040488,Ohohatano Shrine
Q135040509,Ohohimeno Shrine
Q135039334,Ohoichino Shrine
Q135040705,Ohoiheno Shrine
Q135040078,Ohoihino Shrine
Q135098911,Ohokahachino Shrine
Q135039875,Ohokahano Shrine
Q135193746,Ohokahano Shrine former site
Q135040951,Ohokamiookisakino Shrine
Q135039393,Ohokano- Shrine
Q135039387,Ohokino Shrine
Q135039116,Ohokomano Shrine
Q135039474,Ohokuchino Shrine
Q135039223,Ohokuninushino Shrine
Q135270424,Ohokuninushino Shrine (Q135270424)
Q135039265,Ohokunitamahimeno Shrine
Q135039305,Ohokunitamano Shrine
Q135038952,Ohokura- Shrine
Q135038788,Ohokurano Shrine
Q135039860,Ohokurano Shrine (Q135039860)
Q135040114,Ohokurano Shrine (Q135040114)
Q135039310,Ohokushino Shrine
Q135039623,Ohokusuno Shrine
Q135041518,Ohokutamano Shrine
Q135098908,Ohomano- Shrine
Q135039728,Ohomatonotsuno- Shrine
Q135039528,Ohomeno Shrine
Q135040480,Ohomeno Shrine (Q135040480)
Q135270146,Ohomeno Shrine (Q135270146)
Q135039599,Ohomikano Shrine
Q135040257,Ohominatono Shrine
Q135041040,Ohomino Shrine
Q135041386,Ohominohikono Shrine
Q135040236,Ohomisono Shrine
Q135098960,Ohomitamano Shrine
Q135039869,Ohomitsuwakeno Shrine
Q135039888,Ohomitsuwakeno Shrine (Q135039888)
Q135021840,Ohomiyahiheno Shrine
Q135040416,Ohomuwano Shrine
Q135039969,Ohomuwano Shrine (Q135039969)
Q135040719,Ohomuwano Shrine (Q135040719)
Q135039315,Ohomuwano Shrine Co-Enshrinement
Q135098988,Ohomuwanoshimosakino Shrine
Q135040905,Ohonamochi Shrine
Q135040906,Ohonamochimiko Shrine
Q135040950,Ohonamochino Shrine
Q135040311,Ohonamochinokamikataishino Shrine
Q135039891,Ohoneno Shrine
Q135039539,Ohonokino Shrine
Q135270310,Ohonokino Shrine (Q135270310)
Q135039347,Ohonokosono Shrine
Q135040750,Ohonomino- Shrine
Q135040587,Ohonono Shrine
Q135039889,Ohonono Shrine (Q135039889)
Q135040939,Ohonotsuno Shrine
Q135039832,Ohosahano Shrine
Q135038960,Ohosakanoyamakuchi Shrine
Q135040454,Ohosakino Shrine
Q135039883,Ohosakino Shrine (Q135039883)
Q135039970,Ohosakino Shrine (Q135039970)
Q135039593,Ohosechino Shrine
Q135039602,Ohoseno Shrine
Q135038785,Ohoshihano Shrine
Q135040007,Ohoshima Shrine
Q135041542,Ohoshimano Shrine
Q135041414,Ohosukino Shrine
Q135039438,Ohotanino Shrine
Q135039842,Ohotano Shrine
Q135039879,Ohotano Shrine (Q135039879)
Q135041478,Ohotarashihimeno- Shrine
Q135039167,Ohotorimihahino Shrine
Q135039158,Ohotorino Shrine
Q135039168,Ohotoriwiseno Shrine
Q135040707,Ohotoshi Shrine
Q135098977,Ohotoshi- Shrine
Q135039171,Ohotoshino Shrine
Q135039018,Ohotoshino Shrine (Q135039018)
Q135041130,Ohotoshino Shrine (Q135041130)
Q135288221,Ohotoshino Shrine (Q135288221)
Q135039122,Ohotsuno Shrine
Q135039910,Ohotsuno Shrine (Q135039910)
Q135039662,Ohotsunoyukino- Shrine
Q135040581,Ohoukano Shrine
Q135039306,Ohowakeno Shrine
Q135039406,Ohowano Shrine
Q135040749,Ohowasamino- Shrine
Q135039692,Ohowimatano Shrine
Q135039365,Ohowino Shrine
Q135040152,Ohoyamamitano Shrine
Q135039905,Ohoyamano Shrine
Q135041078,Ohoyamano Shrine (Q135041078)
Q135041161,Ohoyamatonokotoshironushino Shrine
Q135039806,Ohoyano Shrine
Q135040626,Ohoyohino Shrine
Q66564749,Ōi Shrine (Kasama)
Q11432216,Oi Shrine
Q11432214,Oi Shrine (Kyoto)
Q11493043,Oi Shrine (Tottori)
Q11432211,Oi Shrine (disambiguation)
Q135039541,Oi Shrine (Q135039541)
Q135039764,Oi Shrine (Q135039764)
Q135040932,Oi Shrine (Q135040932)
Q135069234,Oi Shrine (Q135069234)
Q135270296,Oi Shrine (Q135270296)
Q103950526,Oichi No.1 Kofun
Q135186604,Oichi Shrine
Q135186605,Oichi Shrine (Q135186605)
Q11610662,Oigami Onsen
Q135039300,Oikurano Shrine
Q135186793,Oino Otsu Shrine
Q11438245,Oishi Shrine
Q24864985,Oiso Shrine
Q135039808,Oitsushimano Shrine
Q113245315,Oiwa Shrine
Q127163732,Ojoka Kofun
Q11471986,Oka Kofun
Q11369798,Oka Shrine
Q135069625,Oka Shrine (Q135069625)
Q135039380,Okabuto Shrine
Q20039179,Okada Chuangji
Q11473513,Okada Shrine
Q135194632,Okada Shrine (Q135194632)
Q135222033,Okada Shrine (Q135222033)
Q135038984,Okada-no-ohatame Shrine
Q11473738,Okada Kamo Shrine
Q11473525,Okadayama Kofun
Q135194637,Okafuto Shrine
Q135068666,Okage Shrine (Otagi district)
Q11262874,Okameishi Kofun
Q135040229,Okami Shrine
Q11493042,Okami Shrine (Hirakata)
Q135040229,Okami Shrine (Q135040229)
Q135039195,Okamino Shrine
Q135041248,Okamino Shrine (Q135041248)
Q11471921,Okamisanzai Kofun
Q135069650,Okamoto Shrine
Q106412720,Okamotsumi
Q135039462,Okamuno Shrine
Q113498535,Okanoue Shrine (disambiguation)
Q135069910,Okata Shrine
Q11472009,Okata Shrine (Nishinomiya)
Q135206858,Okata Shrine (Q135206858)
Q135193745,Okawa Shrine
Q11472363,Okayama Gokoku Shrine
Q11472971,Okazaki Shrine
Q135069800,Oketomohiro Shrine
Q135186731,Oki Shrine
Q135186736,Oki shrine Yokkaichi
Q11659047,Oki-Dozen Kagura
Q11552497,Oki-no-gū
Q11552577,Okihata Suitengū
Q135039136,Okiheno Shrine
Q718995,Okimi
Q11610451,Okina-mai
Q11492326,Okinaga Clan
Q135194927,Okinami Suwa Shrine
Q27931,Okinawa
Q11552847,Okinawa Gokoku Shrine
Q11139392,Okinawa Shrine
Q135039586,Okino Shrine
Q135039333,Okisomeno Shrine
Q17227983,Okitama-no-Kami
Q11659063,Okitsu Shrine (Kōriyama)
Q11659061,Okitsu Shrine (Nihonmatsu)
Q97613681,Okitsu Yoso
Q135194446,"Okitsushima Shrine (Kikudamachi, Kōriyama City)"
Q135040047,Okitsushimano Shrine
Q109598617,Okuma Kabuto Festival
Q11445659,Okumiya
Q421597,Okuni Shrine
Q11445573,Okunoyama Kofun
Q11445969,Okutsu Onsen
Q135040335,Okutsuhimeno Shrine
Q11446137,Okutsuki
Q135194928,Okutsu‑Hime Shrine (Ama Town)
Q135194929,Okutsu‑Hime Shrine (Hōsu Town)
Q135186782,Old Hase Shrine Monument
Q184128,Om
Q241652,Om mani padme hum
Q11442032,Ōmatonotsunoten Shrine
Q17225698,Omatsu Daigongen
Q2574718,Omi (title)
Q11463661,Omi clan (麻績氏)
Q135193661,Omi Shrine
Q135186187,Ōmi Shrine
Q135186187,"Ōmi Shrine (Nakami, Meiwa Town)"
Q11369800,Omi Shrine (Yogo)
Q11460775,Omigoromo
Q3313722,Omiki
Q99517230,Omikiyama no Mikoto
Q108933345,Omine no Mikoto
Q11463662,Omishinkanji Kofun
Q705542,Ōmiwa Shrine
Q11435424,Omiwa Shrine (Tokushima)
Q11434451,Omiya Shrine (Iwade City)
Q135193724,Omizuwake Shrine
Q11152535,Omodaru and Ayakashikone
Q135040659,Omohiyarino Shrine
Q586088,Omoikane
Q135040691,Omonami Shrine
Q11462864,"Omonoimi Shrine (Tobishima, Sakata)"
Q11462862,"Omonoimi Shrine (Yamadate, Sakata)"
Q135194406,Omote Katana Shrine (Kurihara City)
Q135194407,Omote Katana Shrine (Ōsaki City)
Q20043474,Omura Shrine
Q17227958,Omuro Park
Q11459658,Omuro Sengen Shrine
Q11459659,Omuro Sengen Shrine (Yamanashi)
Q11438781,Omushi Shrine
Q135069907,Omushi Shrine (Q135069907)
Q135195244,Omushi Shrine (Q135195244)
Q135194248,Onai Hachiman Shrine
Q135194246,Onai Shrine
Q135194247,Onai Shrine (Q135194247)
Q55540317,Ōmunaji Shrine
Q135069891,Onga Shrine
Q135069892,Onga Shrine (Dewa Province)
Q135194466,Onga Shrine (Ioka)
Q135194467,Onga Shrine (Ongahara)
Q135194469,Onga Shrine (Sotonojima)
Q135069893,Onga Shrine (Tagawa district)
Q11673383,Oni-no-iwa Kofun
Q11673375,Oni-no-Iwaya Kofun
Q130455404,Oni-no-Iwaya Kofun (Iki City)
Q126604144,Oni-no-Iwaya Kofun (Kumamoto City)
Q125960571,Oni-no-Iwaya Kofun (Saito)
Q11673378,Oni-no-Manaita and Oni-no-Secchin
Q5623686,Onigami
Q11430652,Oonimasumishiritsuhiko Shrine
Q136713849,Onipedia
Q135039377,Onitano Shrine
Q11673420,Onizuka Kofun (Kunisaki)
Q11492258,Onji Shrine
Q11658257,Onmyō Hakase
Q1340540,Onmyōdō
Q65292075,Onmyōdō Sōke
Q2274163,Onmyōji
Q11464141,Ono clan
Q135491398,Ono Family (Shake)
Q11464224,Ono Shrine
Q131227053,Ono Shrine (Ichinomiya)
Q135039448,Wonono Shrine
Q17220832,Ono Shrine & Yahiko Shrine
Q135193748,Ono Shrine (Kutsuki Ōno)
Q135193747,Ono Shrine (Makino Town)
Q135068699,Ono Shrine (Otagi district)
Q135195295,Ono Shrine (Q135195295)
Q59282652,Ono Shrine (Ritto City)
Q28685132,Onoe Kurumayama Kofun
Q2985158,Onogoro Island
Q135186620,Onokosono Shrine
Q135186621,Onokosono Shrine (Q135186621)
Q11439679,Onominato Shrine
Q135069614,Onotoufuu Shrine
Q11552732,Onoyama Park
Q634195,Onryō
Q11562953,Onsen Act
Q11562929,Onsen Fraud Controversy
Q11655277,Onsen Origin Myth
Q135039991,Onsen Shrine
Q20043580,Onsen Shrine (Beppu Tetsuwana)
Q11562964,Onsen Shrine (Beppu)
Q79725760,Onsen Shrine (disambiguation)
Q54153253,Onsen Shrine (Iwaki)
Q11562963,Onsen Shrines
Q11562939,Onsen Temple
Q11562942,Onsenji (Nagano)
Q11488972,Onshi
Q11488966,Ontake Shrine (Kuki Honcho)
Q11488904,Ontsuka - Gongenzuka Kofun
Q135038951,Ooanamochino Shrine
Q135069461,Ooasa Shrine
Q135069665,Ooba Shrine (Q135069665)
Q11435419,Ōgata Shrine
Q11438549,Oogo Shrine
Q135070166,Oohara Shrine
Q135070167,Oohara Shrine (Iwami Province)
Q135070169,Oohara Shrine (Ochi district)
Q135186667,Ooi Shrine (old site)
Q135069211,Ooichi Shrine
Q135069214,Ooichi Shrine (Ise Province)
Q135069494,Ooimata Shrine
Q135070018,Ookawa Shrine
Q135069097,Ookura Shrine
Q135068927,Ookurahime Shrine
Q135068930,Ookurahimegami Shrine
Q134927545,Ōma Shrine
Q135041127,Oomatsuriamaihakatohikono Shrine
Q11436783,Oominakami Shrine
Q113679907,Omiya Shrine (Izu)
Q11436785,Oomizuguchi no Sukune
Q135070101,Oomori Shrine
Q135070324,Oomori Shrine (Q135070324)
Q135193726,Oomote Shrine
Q385517,Oomoto
Q135070207,Oomotoukou Shrine
Q135039582,Oomuwano Shrine
Q43594663,Ōnamochi Shrine
Q135069985,Oono Shrine
Q135069687,Oono Shrine (Q135069687)
Q135070036,Oono Shrine (Takeno district)
Q135070035,Oono Shrine (Tango Province)
Q135069244,Ooshikamiyake Shrine
Q135069870,Ooshima Shrine
Q135070275,Oota Shrine (Tasun Shrine)
Q135070226,Ootoshi Shrine
Q135070058,Ootoshi Shrine (Q135070058)
Q135041170,Ootsu Shrine
Q11434556,Oyatsuhime Shrine
Q114790253,Organized Voyeurism Scandal at Outdoor hot spring baths
Q11608231,Orihata Shrine
Q135186239,Orikidono Shrine
Q135040137,Oritano Shrine
Q135040086,Oritano Shrine (Q135040086)
Q135190246,Oro Shrine
Q135190247,Oro Shrine (Q135190247)
Q11292979,Orochon Fire Festival
Q135040039,Oroheshino Shrine
Q135039594,Orono Shrine
Q11441628,Osaka Gokoku Shrine
Q17239440,Osaka Prefectural Chikatsu-Asuka Fudoki Hill
Q385793,Osaka Tenmangū
Q135069035,Ōsaka Yamaguchi Shrine (Anamushi)
Q135069036,Ōsaka Yamaguchi Shrine (Kashiba)
Q21019665,Osake Shrine
Q135194434,Osaki Hachiman Shrine
Q11433065,Ōsaki Shrine
Q135069111,Osanazakura Shrine
Q135040094,Oseno Shrine
Q11076797,Oshihime
Q135041482,Oshihoneno Shrine
Q135193530,Oshima & Okitsushima Shrines
Q11435100,Ōshima & Okitsushima Shrine
Q135040718,Oshirono Shrine
Q54153274,Oshisaka Nimai Sukune Shrine
Q11072207,Oshisaka no Ōnakatsuhime
Q48763696,Oshisaka Yamaguchi Numasu Shrine
Q124716014,Oshitori Shrine
Q135040021,Oshiwono Shrine
Q124652404,Oshiyama Shrine
Q135039371,Oshiyamano Shrine
Q11435950,Osugi Shrine
Q11435951,"Osugi Shrine, Saitama"
Q11489329,Osuwa Daiko
Q135193755,Ota Shrine
Q135193756,Ota Shrine (Q135193756)
Q17222452,Oda Shrine (Ibaraki)
Q11489227,Ota-mai
Q11441957,Ōtakayama Shrine
Q135193533,Otaki Shrine
Q86744909,Otani Kofun (Kyotango City)
Q135039867,Otano Shrine
Q11437955,Ōta Shrine
Q11489226,Otaue Festival
Q11667185,Otaue Festival at Katori Jingū
Q11489206,Oto Matsuri
Q82440,Otogi-zōshi
Q11433686,Otokone Shrine
Q135070320,Otokoyama Shrine
Q135024354,Otokuni-nimasuo Hoikatsuchino Shrine
Q11369896,Otomeyama Kofun
Q11395455,Otomezuka Kofun
Q11434509,Otomi Shrine
Q11369923,Otomiya Shrine
Q11369926,"Otomiya Shrine (Tategushi, Shinkamigoto)"
Q11432337,Otomo no Otomaro
Q20041216,Otomo no Takehiko
Q11073597,Otonoji and Otonobe
Q10939697,Otori-sama
Q135192636,Otorii Hachiman Shrine
Q30928288,Otoshi Konpira Shrine
Q135197721,Otoshi Shrine
Q135197723,Otoshi Shrine (Q135197723)
Q135197724,Otoshi Shrine (Q135197724)
Q135197725,Otoshi Shrine (Q135197725)
Q135197727,Otoshi Shrine (Q135197727)
Q11664332,Otowa Mountain
Q134930328,Otowatatsumi Shrine
Q97706258,Otoyo no mikoto
Q85875723,Otozuka Kofun
Q60769827,Otozuka Kofun - Danjirimaki Kofun
Q135186792,Otsu Shrine
Q135186792,Otsu Shrine (Q135186792)
Q17222702,Otsuchi Mioya Shrine
Q135186733,Otsuka Shrine
Q11462132,Otsuki Shrine
Q11462126,Otsuki-taisha
Q117062765,Otsuna Konpira Shrine
Q135068635,Ottokousha (Yamashiro Province)
Q135070335,Oujin Shrine
Q135070308,Oujiwatatsumi Shrine
Q4087860,Our Lady Beneficial Sky
Q135199570,Oushima Shrine
Q10856214,Outdoor hot spring baths
Q11630076,Overburden (archaeology)
Q122583952,Overseas Shinto
Q11465311,Owari clan
Q1062072,Owari Domain
Q135598023,Owari no Kuni Fudoki
Q11465296,Owari Ōkunitama Shrine
Q11465305,Owari-to Shrine
Q113774370,Owashiyama Kofun
Q135195265,Oya Shrine
Q10935046,Oyabiko
Q85882782,Oyagami
Q11459903,Oyama clan
Q11434667,Ōyama Hakusan Shrine
Q11434677,Ooyama Shrine
Q2042961,Oyama Shrine
Q11659204,Oyama Shrine (Tateyama)
Q998709,Oyama Shrine (Ishikawa)
Q135195021,Oyama Shrine (Q135195021)
Q11434674,Oyamatsumi Shrine (Nishi Aizu)
Q10935047,Oyatsuhime and Tsumatsuhime
Q135193722,"Oyoku Shrine (Nishiyanagino, Takatsuki Town)"
Q135193720,"Oyoku Shrine (Shigenori, Takatsuki Town)"
Q135193719,Oyoku Shrine (Yogo Town)
Q11432381,Ōyosami Shrine
Q11626514,Ozaho no Ōkimi
Q135194440,Ozaki Shrine
Q11578168,Ozasahozuka Kofun
Q55535989,Ozono Kofun
Q56414619,Pa-en-Chonsu
Q846942,Pa-en-Renenutet
Q25377583,Papyrus Carlsberg 1
Q11280189,Payokakamuy
Q2067507,Pehui-djat
Q10856121,Pit graves
Q17221469,Platform-style projection
Q11498195,Postholes
Q11511058,Preservation of Old Customs Policy
Q109598912,Prestige goods
Q11388139,Previous Emperor Festival
Q11443593,Prince Ametarashihiko
Q11597248,Prince Anahobe
Q11372194,Prince Inishikiirihiko
Q11055223,Prince Kawashima
Q11523737,Prince Kume
Q11487858,Prince Maroko
Q11378621,Prince Nakano
Q11497661,Prince Oshisaka Hikohito no Ōe
Q21015219,Prince Sakurai
Q11633375,Prince Toyokiirihiko
Q11361820,Princess Fuwa
Q11597250,Princess Hashihito no Anahobe
Q7244649,Princess Inoe
Q11088803,Princess Kasuga no Yamada
Q11412643,Princess Kibihime
Q7244748,Princess Masako (Reizei)
Q11366830,Princess Nakashi
Q11659541,Princess Naniwa no Ono
Q10884465,Princess Reishi
Q11121925,Princess Tachibana no Nakatsu
Q135194383,Prominent candidate Ishigami Shrine
Q135194396,Prominent candidate Kamo Koetsu Shrine
Q11588597,Public holidays
Q122897824,Puxi Fushou Temple
Q11565602,Pyarumizu-utaki
Q136890160,Q136890160
Q136890168,Q136890168
Q136890171,Q136890171
Q1300614,Qenqenet
Q1077532,Qianlong
Q2384853,Qián (Bagua)
Q1418931,Ra-Horakhty
Q4121849,Rabi' al-Awwal 1
Q4121465,Rabi' al-Awwal 10
Q6019791,Rabi' al-Awwal 11
Q6136533,Rabi' al-Awwal 12
Q4121753,Rabi' al-Awwal 13
Q4121190,Rabi' al-Awwal 14
Q4121177,Rabi' al-Awwal 15
Q4121215,Rabi' al-Awwal 16
Q4121935,Rabi' al-Awwal 17
Q4121528,Rabi' al-Awwal 18
Q4121490,Rabi' al-Awwal 19
Q4121365,Rabi' al-Awwal 2
Q4121666,Rabi' al-Awwal 20
Q4121397,Rabi' al-Awwal 21
Q4121958,Rabi' al-Awwal 22
Q4121714,Rabi' al-Awwal 23
Q4121957,Rabi' al-Awwal 24
Q4121934,Rabi' al-Awwal 25
Q4121947,Rabi' al-Awwal 26
Q4121839,Rabi' al-Awwal 27
Q4121759,Rabi' al-Awwal 28
Q4121329,Rabi' al-Awwal 29
Q4121757,Rabi' al-Awwal 3
Q4121322,Rabi' al-Awwal 30
Q4121442,Rabi' al-Awwal 4
Q4121155,Rabi' al-Awwal 5
Q4121683,Rabi' al-Awwal 6
Q4121327,Rabi' al-Awwal 7
Q4121702,Rabi' al-Awwal 8
Q4121335,Rabi' al-Awwal 9
Q4121667,Rabi' al-Thani 1
Q4121459,Rabi' al-Thani 10
Q4121550,Rabi' al-Thani 11
Q4121316,Rabi' al-Thani 12
Q4121554,Rabi' al-Thani 13
Q4121173,Rabi' al-Thani 14
Q4121179,Rabi' al-Thani 15
Q4121186,Rabi' al-Thani 16
Q4121208,Rabi' al-Thani 17
Q4121711,Rabi' al-Thani 18
Q4121201,Rabi' al-Thani 19
Q4121535,Rabi' al-Thani 2
Q4121244,Rabi' al-Thani 20
Q4121680,Rabi' al-Thani 21
Q4121696,Rabi' al-Thani 22
Q4121725,Rabi' al-Thani 23
Q4121756,Rabi' al-Thani 24
Q4121773,Rabi' al-Thani 25
Q4121956,Rabi' al-Thani 26
Q4121775,Rabi' al-Thani 27
Q4121943,Rabi' al-Thani 28
Q4121844,Rabi' al-Thani 29
Q4121370,Rabi' al-Thani 3
Q4121606,Rabi' al-Thani 30
Q4121628,Rabi' al-Thani 4
Q4121692,Rabi' al-Thani 5
Q4121717,Rabi' al-Thani 6
Q4121599,Rabi' al-Thani 7
Q4121153,Rabi' al-Thani 8
Q4121414,Rabi' al-Thani 9
Q11498934,Radioactive spring
Q11660221,Raiden Shrine
Q97216413,"Raiden Shrine (Isezaki, Sakae-Iyoku)"
Q11660224,"Raiden Shrine (Itakura, Gunma)"
Q131900994,Raiden Shrine (Kazo)
Q135039270,Raiden Shrine (Q135039270)
Q135069194,Raiden Shrine (Q135069194)
Q114641791,Raiden Shrine (Saitama City)
Q11660222,Raiden Shrine (Satte)
Q135192964,Raiden-sha (sessha)
Q16768352,Raidenyama Kofun (Higashimatsuyama)
Q12808082,Raijin
Q11660190,Raijin Shrine
Q11660189,Raijin Shrine (Asahi City)
Q21655264,Raijin Shrine (Toyooka)
Q11660187,Raijinyama Kofun
Q20038257,Railway Shrine
Q115055460,Raised floor building
Q1331524,Raising of the Heavens (Ptah)
Q4121485,Rajab 1
Q4121534,Rajab 10
Q4121713,Rajab 11
Q4121166,Rajab 12
Q4121761,Rajab 13
Q4121180,Rajab 14
Q4121198,Rajab 15
Q4121629,Rajab 16
Q4121673,Rajab 17
Q4121527,Rajab 18
Q4121590,Rajab 19
Q4121444,Rajab 2
Q4121412,Rajab 20
Q4121409,Rajab 21
Q4121937,Rajab 22
Q4121750,Rajab 23
Q4121941,Rajab 24
Q4121960,Rajab 25
Q4121577,Rajab 26
Q4121767,Rajab 27
Q4121317,Rajab 28
Q4121608,Rajab 29
Q4121367,Rajab 3
Q4121637,Rajab 30
Q4121494,Rajab 4
Q4121631,Rajab 5
Q4121544,Rajab 6
Q4121593,Rajab 7
Q4121708,Rajab 8
Q4121320,Rajab 9
Q877342,Rakugo
Q11620676,Rakugoka
Q4886009,Ramadan 1
Q4121698,Ramadan 10
Q4121607,Ramadan 11
Q4121152,Ramadan 12
Q4121143,Ramadan 13
Q4121469,Ramadan 14
Q4121450,Ramadan 15
Q4121555,Ramadan 16
Q4121493,Ramadan 17
Q4121705,Ramadan 18
Q4121572,Ramadan 19
Q4121457,Ramadan 2
Q4121418,Ramadan 20
Q4121679,Ramadan 21
Q4121765,Ramadan 22
Q4121224,Ramadan 23
Q4121242,Ramadan 24
Q4121751,Ramadan 25
Q4121585,Ramadan 26
Q4121453,Ramadan 27
Q4121233,Ramadan 28
Q4121755,Ramadan 29
Q4121146,Ramadan 3
Q4121939,Ramadan 30
Q4121690,Ramadan 4
Q4121502,Ramadan 5
Q4121627,Ramadan 6
Q4121694,Ramadan 7
Q4121712,Ramadan 8
Q4121150,Ramadan 9
Q136771123,Rebellion of Sahohime and Sahohiko
Q11489431,Recirculating Baths
Q80793203,Rectangular Kofun
Q11635790,Red Spring
Q11381150,Regarding Holidays
Q11385469,Reisai
Q11660142,Reiyosaki Shrine
Q11660145,"Hitsujisaki Shrine (Mano, Ishinomaki)"
Q2142315,Rekeh-nedjes
Q1552932,Rekeh-wer
Q11514950,Reki Hakase
Q11514953,Rekichū
Q11514957,Rekichū Gedan
Q11514958,Rekidō
Q124023017,Religious corporation
Q1519018,Religious Organizations Law
Q135198629,Remains of Amenotenagahime Shrine
Q22120877,Renjōji Temple
Q132171870,Renutet
Q11487889,Representational Haniwa
Q734080,Rice Cultivation
Q11577057,Rice-planting dance
Q11374719,Right Capital Ward Officer
Q11398393,Rikishi Shrine
Q1151168,Rikkokushi
Q135040043,Rikukotano Shrine
Q135186162,Rikyū‑in Site
Q11596356,Ringisho
Q113578587,Rinkai-ji
Q1351551,Risshū (Buddhism)
Q742460,Ritsuryō
Q11453226,Ritual ceremonies of the Imperial Palace
Q11641502,Roadside station Buzen-Okoshikake
Q17215573,Rokkō Hime Daizen Shrine
Q11392494,Roku Shrine
Q135194385,Rokuishi Shrine
Q11677253,Rokuon Shrine
Q18457440,Rokuroseyama Kofun Cluster
Q135069380,Rokusho Shrine
Q17220798,Rokusho Shrine (Ichikawa)
Q11392351,Rokusho Shrine (Matsue)
Q135039596,Rokusho Shrine (Q135039596)
Q135069380,Rokusho Shrine (Q135069380)
Q135190252,Rokusho Shrine (Q135190252)
Q135192612,Rokusho Shrine (Q135192612)
Q11392353,Rokusho Shrine (Toyota)
Q11392352,Rokusho Shrine (Ōiso)
Q11392349,Rokusho Shrines
Q9418169,Rokuyō
Q11394747,Round Kofun
Q9397505,Ru (Confucian scholar)
Q1038639,Ruijū Kokushi
Q11665185,Ruijū Sandai Kyaku
Q4402813,Ryobu Shinto
