Page Title,Wikidata QID
Category:Geographic taxonomies,Q52225
Category:Geographical Object,Q8966780
Category:Geographical WikiProjects,Q5497720
Category:Geographical areas,Q106713492
Category:Geographical naming disputes,Q8482498
Category:Geography,Q1457673
Category:Geography Wikipedia administration,Q23662789
Category:Geography articles needing translation from Japanese Wikipedia,Q8482528
Category:Geography books,Q7314298
Category:Geography by Country,Q124155897
Category:Geography by continent,Q7143443
Category:Geography by country and city,Q9920733
Category:Geography by location,Q6491485
Category:Geography external link templates,Q9296756
"Category:Geography of Abeno Ward, Osaka City",Q18742028
Category:Geography of Aichi Prefecture,Q8482586
Category:Geography of Akita Prefecture,Q8482593
Category:Geography of Akita Prefecture by Municipality,Q18728315
Category:Geography of Aomori Prefecture,Q8482688
Category:Geography of Aomori Prefecture by Municipality,Q18742418
Category:Geography of Asia,Q7143455
Category:Geography of Asia by country,Q6251039
Category:Geography of Asia by former country,Q127867271
Category:Geography of Asia by region,Q27430492
Category:Geography of Atami,Q18727567
"Category:Geography of Beppu, Oita",Q18722398
Category:Geography of Bunkyō,Q9657493
Category:Geography of Chiba Prefecture,Q8483354
Category:Geography of Chiba Prefecture by Municipality,Q18513852
"Category:Geography of Chino, Nagano",Q18738054
"Category:Geography of Chiyoda, Tokyo",Q9584691
"Category:Geography of Chuo-ku, Fukuoka",Q18728190
Category:Geography of Chūbu Region,Q55588606
Category:Geography of Chūgoku Region,Q55588605
"Category:Geography of Chūō Ward, Osaka City",Q18723672
Category:Geography of Core Cities,Q9548670
Category:Geography of Designated Cities,Q9656496
"Category:Geography of Edogawa, Tokyo",Q10107151
Category:Geography of Ehime Prefecture,Q8483884
Category:Geography of Ehime Prefecture by Municipality,Q18514224
Category:Geography of Fujisawa City,Q18738495
Category:Geography of Fukui Prefecture,Q8484072
Category:Geography of Fukui Prefecture by Municipality,Q18728153
Category:Geography of Fukuoka,Q8484073
Category:Geography of Fukuoka Prefecture,Q8484074
Category:Geography of Fukuoka Prefecture by Municipality,Q15864343
Category:Geography of Fukushima Prefecture,Q8484075
Category:Geography of Fukuyama,Q10225696
"Category:Geography of Fushimi-ku, Kyoto",Q18721957
Category:Geography of Gero,Q18721353
Category:Geography of Gifu Prefecture,Q8484143
Category:Geography of Gifu Prefecture by Municipality,Q18724527
Category:Geography of Gunma Prefecture,Q8484292
Category:Geography of Gunma Prefecture by Municipality,Q18728930
"Category:Geography of Gyoda, Saitama",Q28693615
"Category:Geography of Hachioji, Tokyo",Q9570510
Category:Geography of Hakodate,Q18722376
"Category:Geography of Higashiyama-ku, Kyoto",Q18726458
"Category:Geography of Hirakata, Osaka",Q18991169
Category:Geography of Hiroshima,Q9644666
Category:Geography of Hiroshima Prefecture,Q8484495
Category:Geography of Hiroshima Prefecture by Municipality,Q18724949
Category:Geography of Hokkaido,Q6799988
Category:Geography of Hokkaido by municipality,Q18513841
"Category:Geography of Hokuto, Yamanashi",Q18722528
"Category:Geography of Hyogo-ku, Kobe",Q18722237
Category:Geography of Hyōgo Prefecture,Q8484573
Category:Geography of Hyōgo Prefecture by Municipality,Q18513784
Category:Geography of Ibaraki Prefecture,Q8484577
"Category:Geography of Ikeda, Osaka",Q18988941
"Category:Geography of Imabari, Ehime",Q18721840
"Category:Geography of Ina, Nagano",Q18721952
"Category:Geography of Inagi, Tokyo",Q18728354
Category:Geography of Inzai City,Q18722772
"Category:Geography of Ise, Mie",Q18721905
Category:Geography of Ishikawa Prefecture,Q10206654
Category:Geography of Itoshima,Q24864180
"Category:Geography of Izumo, Shimane",Q18722367
Category:Geography of Japan,Q6585294
Category:Geography of Japan by Municipality,Q9668362
Category:Geography of Japan by Region,Q55588642
Category:Geography of Japan by city,Q9668375
Category:Geography of Japan by prefecture,Q8484680
Category:Geography of Japan by region,Q131860451
Category:Geography of Kagamino Town,Q24859020
Category:Geography of Kagoshima Prefecture,Q8484773
"Category:Geography of Kaminoyama, Yamagata",Q28693671
Category:Geography of Kanagawa Prefecture,Q8484787
Category:Geography of Kanagawa Prefecture by Municipality,Q18728069
Category:Geography of Kantō Region,Q55588694
Category:Geography of Karatsu,Q18723109
Category:Geography of Katsushika Ward,Q9937574
"Category:Geography of Kawagoe, Saitama",Q18724746
Category:Geography of Kinki Region,Q55588691
Category:Geography of Kitakyushu,Q18722499
"Category:Geography of Kizugawa, Kyoto",Q115585992
Category:Geography of Kobe,Q9985500
"Category:Geography of Kofu, Yamanashi",Q10189938
Category:Geography of Kokura-Kita Ward,Q18724246
Category:Geography of Konan Ward,Q18727404
Category:Geography of Korea,Q7073179
Category:Geography of Kumamoto Prefecture,Q8484931
Category:Geography of Kurashiki,Q9568068
Category:Geography of Kurayoshi,Q24860949
Category:Geography of Kyoto,Q8484937
Category:Geography of Kyoto Prefecture,Q8484938
Category:Geography of Kyōto Prefecture by Municipality,Q18513749
Category:Geography of Kyūshū Region,Q55588607
Category:Geography of Kōchi Prefecture,Q8484944
Category:Geography of Kōtō,Q9990175
"Category:Geography of Machida, Tokyo",Q10192074
Category:Geography of Matsuyama,Q10046913
Category:Geography of Mie Prefecture,Q8485487
Category:Geography of Mie Prefecture by Municipality,Q16854562
"Category:Geography of Minami-ku, Hiroshima",Q18724923
"Category:Geography of Minato, Tokyo",Q8485502
Category:Geography of Misasa Town,Q24859013
Category:Geography of Miyagi Prefecture,Q8485532
Category:Geography of Miyagi Prefecture by Municipality,Q18514035
Category:Geography of Miyama City,Q24864399
Category:Geography of Miyoshi,Q24856771
Category:Geography of Munakata,Q24865034
Category:Geography of Murakami,Q94579610
Category:Geography of Nagano,Q18741623
Category:Geography of Nagano Prefecture,Q8485661
Category:Geography of Nagano Prefecture by Municipality,Q18741676
Category:Geography of Nagasaki Prefecture,Q6540898
Category:Geography of Nagato City,Q18741759
Category:Geography of Nagoya,Q8485663
"Category:Geography of Naka Ward, Okayama City",Q19733778
Category:Geography of Naniwa Ward,Q18727286
Category:Geography of Nara,Q18723830
Category:Geography of Nara Prefecture,Q8485680
Category:Geography of Nara Prefecture by Municipality,Q17274320
Category:Geography of Narita City,Q18725196
"Category:Geography of Nasushiobara, Tochigi",Q18740486
Category:Geography of Nemuro,Q18726719
Category:Geography of Niigata,Q18725398
Category:Geography of Niigata Prefecture,Q8485758
Category:Geography of Niigata Prefecture by Municipality,Q18514250
"Category:Geography of Nikko, Tochigi",Q18725468
"Category:Geography of Nishi-ku, Fukuoka",Q123594678
Category:Geography of Nishikan Ward,Q18738940
"Category:Geography of Nishikyo-ku, Kyoto",Q18738687
Category:Geography of Northeast Asia,Q6978832
Category:Geography of Nose Town,Q18991072
"Category:Geography of Numata, Gunma",Q18727141
Category:Geography of Okayama,Q9636883
Category:Geography of Okayama Prefecture,Q8485878
Category:Geography of Okayama Prefecture by Municipality,Q18514128
Category:Geography of Okinawa Prefecture,Q8485883
Category:Geography of Okinawa Prefecture by Municipality,Q16915902
Category:Geography of Osaka,Q8485942
Category:Geography of Osaka Prefecture,Q8485945
"Category:Geography of Osaki, Miyagi",Q18723530
Category:Geography of Otsu,Q18723586
Category:Geography of Saga Prefecture,Q8486470
Category:Geography of Saga Prefecture by Municipality,Q15864344
Category:Geography of Saitama Prefecture,Q8486484
Category:Geography of Saitama Prefecture by Municipality,Q18513938
"Category:Geography of Sakado, Saitama",Q28693616
Category:Geography of Sakae Town,Q18726703
"Category:Geography of Sakai, Fukui",Q18723254
"Category:Geography of Sakai, Osaka",Q18723340
Category:Geography of Sakhalin,Q9024800
Category:Geography of Sakhalin Oblast,Q7699690
Category:Geography of Sakura City,Q18722028
"Category:Geography of Sakyō-ku, Kyoto",Q18724759
Category:Geography of Semboku,Q18721848
Category:Geography of Sendai,Q18721853
Category:Geography of Setagaya,Q9544008
Category:Geography of Shanghai,Q8486640
"Category:Geography of Shibukawa, Gunma",Q115458451
Category:Geography of Shibuya Ward,Q10142335
Category:Geography of Shiga Prefecture,Q8486678
Category:Geography of Shiga Prefecture by Municipality,Q15970874
"Category:Geography of Shima, Mie",Q18725097
Category:Geography of Shimane Prefecture,Q8486679
Category:Geography of Shimane Prefecture by Municipality,Q17274314
"Category:Geography of Shimogyo-ku, Kyoto",Q18721349
Category:Geography of Shinjuku,Q9658814
Category:Geography of Shisui Town,Q18740679
Category:Geography of Shizuoka Prefecture,Q8486680
Category:Geography of Shizuoka Prefecture by Municipality,Q18742569
"Category:Geography of Sumida, Tokyo",Q9607224
Category:Geography of Suwa,Q18739201
Category:Geography of Taihaku Ward,Q18723814
Category:Geography of Taitō,Q9590895
Category:Geography of Taiwan,Q6965692
"Category:Geography of Takatsuki, Osaka",Q18743458
"Category:Geography of Takeo, Saga",Q134444487
"Category:Geography of Taketa, Oita",Q18728411
"Category:Geography of Taketomi, Okinawa",Q24869068
"Category:Geography of Tama, Tokyo",Q9608824
Category:Geography of Tateyama Town,Q18728386
"Category:Geography of Tennoji Ward, Osaka City",Q18723774
Category:Geography of Teshikaga Town,Q18725010
"Category:Geography of Toba, Mie",Q18743856
Category:Geography of Tochigi Prefecture,Q8487064
Category:Geography of Tochigi Prefecture by Municipality,Q18726687
Category:Geography of Tokushima Prefecture,Q8487070
Category:Geography of Tokyo,Q8487071
Category:Geography of Tokyo by Municipality,Q18726336
Category:Geography of Tokyo by ward,Q8650048
"Category:Geography of Totsukawa, Nara",Q18722621
Category:Geography of Toyama Prefecture,Q8487090
Category:Geography of Tōhoku Region,Q55588651
Category:Geography of Wakayama Prefecture,Q8487301
Category:Geography of Yachiyo City,Q18722153
Category:Geography of Yamagata Prefecture,Q8487576
Category:Geography of Yamagata Prefecture by Municipality,Q18514094
Category:Geography of Yamaguchi City,Q18724411
Category:Geography of Yamaguchi Prefecture,Q8487577
Category:Geography of Yamaguchi Prefecture by Municipality,Q16915926
Category:Geography of Yamanashi Prefecture,Q8487579
Category:Geography of Yamanashi Prefecture by Municipality,Q18514099
"Category:Geography of Yamashina-ku, Kyoto",Q24868036
"Category:Geography of Yao, Osaka",Q18722159
Category:Geography of Yokohama,Q8487595
Category:Geography of Yokosuka City,Q10083818
"Category:Geography of Yufu, Oita",Q18727811
Category:Geography of Yuzawa Town,Q18727424
"Category:Geography of Yuzawa, Akita",Q18727421
Category:Geography of Zhejiang,Q8487627
Category:Geography of the Chubu region,Q9550324
Category:Geography of the Chūgoku region,Q9546644
Category:Geography of the Empire of Japan,Q107095625
Category:Geography of the Kansai region,Q10043217
Category:Geography of the Kanto region,Q9943141
Category:Geography of the Kyushu region,Q9552107
Category:Geography of the Shikoku region,Q9599584
Category:Geography of the Tama Area,Q9608735
Category:Geography of the Tōhoku region,Q9693078
Category:Geography of Ōita Prefecture,Q8487833
Category:Geography of Ōita Prefecture by Municipality,Q18513961
Category:Geography of Ōsaka Prefecture by Municipality,Q18513979
"Category:Geography of Ōta, Tokyo",Q9613513
Category:Geography stubs,Q7046440
Category:Geography-related lists,Q6163671
Category:Geography-related lists by country,Q6362748
Category:Geologic formations,Q6007793
Category:Geological hazards,Q7145491
Category:Geology of Japan,Q7288708
Category:Geopolitics,Q7888613
Category:German Archaeological Institute,Q8933381
Category:German Jews,Q6153252
Category:German humanities academics,Q125065501
Category:German labour law,Q8490189
Category:German orientalists,Q6571135
Category:German-language schools,Q8489139
Category:Germany–Japan military relations,Q76222679
Category:Germany–Japan relations,Q8491156
"Category:Gero, Gifu",Q9377976
Category:Gerontology,Q7335318
Category:Gesaku,Q8491233
Category:Gesaku writers,Q9654252
Category:Geschichte des Todes,Q32075122
Category:Gestures,Q8491245
Category:Ghosts,Q6678409
Category:Ghosts by continent,Q56193201
Category:Ghosts by country,Q26972929
Category:Giants,Q8491875
Category:Gifu,Q6807165
Category:Gifu Prefecture,Q6526777
Category:Gifu Prefecture designated tangible cultural property,Q18724531
"Category:Ginowan, Okinawa",Q9624096
Category:Gion Matsuri,Q24863898
Category:Gion cult,Q10214512
Category:Gion festivals,Q10214571
Category:Gion shrines,Q10214566
"Category:Gion, Kyoto",Q10033102
Category:Girls' high schools in the Empire of Japan,Q15864350
Category:Girls' toys and games,Q30603330
Category:Given names,Q4965481
Category:Glass,Q6576330
Category:Glassforming liquids and melts,Q8492658
Category:Global South,Q126440224
Category:Global Southeast,Q125065545
Category:Global culture,Q25332701
Category:Global governance,Q47291530
Category:Global politics,Q7039147
Category:Glossaries of Buddhism,Q18567002
Category:Glossaries of religion,Q8492937
Category:Go-Hōjō clan,Q8493104
Category:Goblins,Q7272002
"Category:Gobō, Wakayama",Q9378990
Category:God in Hinduism,Q85191744
Category:God in Jainism,Q8570239
Category:Goddesses,Q8493268
Category:Goddesses by association,Q7631683
Category:Goddesses by culture,Q6488227
Category:Gods,Q6527327
Category:Gods by association,Q6806803
Category:Gods by culture,Q6505513
Category:Goguryeo,Q7097977
"Category:Gojō, Nara",Q9378138
Category:Gokenin Clans of the Kamakura Shogunate,Q57260559
Category:Gokenin of Tada-in,Q86283561
Category:Gokenin of the Kamakura shogunate,Q26259866
Category:Gokishichidō,Q9509773
Category:Gokoku shrines,Q18571232
Category:Gold mines in Japan,Q8493416
Category:Gold objects,Q7216585
Category:Gomiya,Q30466383
Category:Gonbee Yamamoto,Q112153622
Category:Gongen,Q39422172
Category:Gongsun (surname),Q9533400
Category:Good Design Award,Q9474796
Category:Good and evil,Q66763795
Category:Goryō faith,Q38406289
Category:Gosankyō,Q57314413
Category:Gosannen War,Q9647691
"Category:Gose, Nara",Q9647966
Category:Government Offices in Kyoto Prefecture,Q9560807
Category:Government Offices in Miyagi Prefecture,Q9626155
Category:Government Offices in Nagano Prefecture,Q18741679
